citystate,rent,rentText,unitLabel,title,location,phone,availability,availabilityText,lastUpdated,listingid,url,img,itemTitle,logo,image,streetAddress,city,state,zip,lat,lng
huntsville-al,400,$400,1 Bed,3007 Hood Rd SW Unit 4,"Huntsville, AL 35805",,1,Available Now,4 hrs,h0kxsm2,https://www.apartments.com/3007-hood-rd-sw-huntsville-al-unit-4/h0kxsm2/,,3007 Hood Rd SW Unit 4,undefined,https://images1.apartments.com/i2/S0TdVFLcyQ-jTiuPVjhMU6hGFZ97s_ENinN5H_RHeEc/104/3007-hood-rd-sw-unit-4-huntsville-al-building-photo.jpg,3007 Hood Rd SW Unit 4,Huntsville,AL,35805,0,0
huntsville-al,400,$400,Condo for Rent,1421 Ascent Trl NW,"Huntsville, AL 35816",,1,Available Now,1 hr,sppmvn4,https://www.apartments.com/1421-ascent-trl-nw-huntsville-al/sppmvn4/,,1421 Ascent Trl NW,undefined,https://images1.apartments.com/i2/n04YYFbRRlwc1sra9fzYvL5-LCBJCTFsacFhShB8WKY/104/1421-ascent-trl-nw-huntsville-al-building-photo.jpg,1421 Ascent Trl NW,Huntsville,AL,35816,0,0
huntsville-al,415,$415 - 615,1-2 Bed,Hunters Ridge,"4117 Hunters Ridge Dr SW, Huntsville, AL 35802",844-253-0767,1,Available Now,2 wks,8f6dvn1,https://www.apartments.com/hunters-ridge-huntsville-al/8f6dvn1/,,Hunters Ridge,undefined,https://images1.apartments.com/i2/EOhIz_XMaPCfJoW2_w4yGWlcQxlsXmg4fw7cGRVVyA4/106/hunters-ridge-huntsville-al-fireplaces-in-some.jpg,4117 Hunters Ridge Dr SW,Huntsville,AL,35802,0,0
huntsville-al,425,$425,1 Bed,1417-1427 Ascent Trl,"Huntsville, AL 35816",,1,Available Now,2 wks,rdgtqn1,https://www.apartments.com/1417-1427-ascent-trl-huntsville-al/rdgtqn1/,,1417-1427 Ascent Trl,undefined,https://images1.apartments.com/i2/qxAj8_-1adFc8QWOz448zgM6UsbrphjDD5mfyjIOuhc/104/1417-1427-ascent-trl-huntsville-al-primary-photo.jpg,1417-1427 Ascent Trl,Huntsville,AL,35816,0,0
huntsville-al,425,$425,1 Bed,3902 Cobb Rd SW,"Huntsville, AL 35805",,1,Available Now,3 hrs,kcw90x8,https://www.apartments.com/3902-cobb-rd-sw-huntsville-al/kcw90x8/,,3902 Cobb Rd SW,undefined,https://images1.apartments.com/i2/xctJNcDta59lR1PYGAjFOEFm2kNPe1lMaXbKtoCfItI/104/3902-cobb-rd-sw-huntsville-al-building-photo.jpg,3902 Cobb Rd SW,Huntsville,AL,35805,0,0
huntsville-al,425,$425,1 Bed,2216 Memorial Pky NW Unit A2,"Huntsville, AL 35810",,1,Available Now,3 hrs,fvzn0mr,https://www.apartments.com/2216-memorial-pky-nw-huntsville-al-unit-a2/fvzn0mr/,,2216 Memorial Pky NW Unit A2,undefined,https://images1.apartments.com/i2/onAa_NJwSbOTbHbeIsQ9QJXKM2qgL-EYi8kF0X2aoGE/104/2216-memorial-pky-nw-unit-a2-huntsville-al-building-photo.jpg,2216 Memorial Pky NW Unit A2,Huntsville,AL,35810,0,0
indianapolis-in,25,$25 - 861,1 Bed,The Towers at Crooked Creek,"7988 N Michigan Rd, Indianapolis, IN 46268",844-230-5204,1,Available Now,1 day,dedm88k,https://www.apartments.com/the-towers-at-crooked-creek-indianapolis-in/dedm88k/,https://images1.apartments.com/i2/fKRh5ofGSLljvsQQUQJDknyaha38xr5P7EZJJFm4lxA/106/the-towers-at-crooked-creek-indianapolis-in-building-photo.jpg,The Towers at Crooked Creek,https://images1.apartments.com/i2/Q-DNC8wFyVpAF-Qcof79fp6cjcTyTF1LLj6d7j0_aBo/110/retirement-housing-foundation-logo.png,https://images1.apartments.com/i2/fKRh5ofGSLljvsQQUQJDknyaha38xr5P7EZJJFm4lxA/106/the-towers-at-crooked-creek-indianapolis-in-building-photo.jpg,7988 N Michigan Rd,Indianapolis,IN,46268,0,0
indianapolis-in,325,$325,House for Rent,41 S Tuxedo St,"Indianapolis, IN 46201",,1,Available Now,3 hrs,mdx8bzk,https://www.apartments.com/41-s-tuxedo-st-indianapolis-in/mdx8bzk/,https://images1.apartments.com/i2/k-8MEWvu-O9nNhT3CCAU1ydUrIO-DNHMdOEZVozKMd4/104/41-s-tuxedo-st-indianapolis-in-building-photo.jpg,41 S Tuxedo St,undefined,https://images1.apartments.com/i2/k-8MEWvu-O9nNhT3CCAU1ydUrIO-DNHMdOEZVozKMd4/104/41-s-tuxedo-st-indianapolis-in-building-photo.jpg,41 S Tuxedo St,Indianapolis,IN,46201,0,0
indianapolis-in,348,$348,Condo for Rent,9201 E 46th St,"Indianapolis, IN 46235",,1,Available Now,1 hr,mdm8frl,https://www.apartments.com/9201-e-46th-st-indianapolis-in/mdm8frl/,https://images1.apartments.com/i2/pvcOcXJH7eoxM3LLw_rPFpLul5ovvERXKwfLGtP5uNI/104/9201-e-46th-st-indianapolis-in-primary-photo.jpg,9201 E 46th St,undefined,https://images1.apartments.com/i2/pvcOcXJH7eoxM3LLw_rPFpLul5ovvERXKwfLGtP5uNI/104/9201-e-46th-st-indianapolis-in-primary-photo.jpg,9201 E 46th St,Indianapolis,IN,46235,0,0
indianapolis-in,360,$360,Studio,1512 N Pennsylvania St,"Indianapolis, IN 46202",,1,Available Now,2 wks,w89cfbk,https://www.apartments.com/1512-n-pennsylvania-st-indianapolis-in/w89cfbk/,https://images1.apartments.com/i2/dMuef3vBUSHxDcUoFjJdhDHlBmFlHnc2LbLpbskEG4g/104/1512-n-pennsylvania-st-indianapolis-in-primary-photo.jpg,1512 N Pennsylvania St,undefined,https://images1.apartments.com/i2/dMuef3vBUSHxDcUoFjJdhDHlBmFlHnc2LbLpbskEG4g/104/1512-n-pennsylvania-st-indianapolis-in-primary-photo.jpg,1512 N Pennsylvania St,Indianapolis,IN,46202,0,0
indianapolis-in,383,$383,Condo for Rent,9115 Hawkins Rd,"Indianapolis, IN 46216",,1,Available Now,1 hr,b66j74b,https://www.apartments.com/9115-hawkins-rd-indianapolis-in/b66j74b/,https://images1.apartments.com/i2/DNZuCYo4llYcNcCKftRDKVTDbwUvwvzb1Muz1Ck9H7c/104/9115-hawkins-rd-indianapolis-in-primary-photo.jpg,9115 Hawkins Rd,undefined,https://images1.apartments.com/i2/DNZuCYo4llYcNcCKftRDKVTDbwUvwvzb1Muz1Ck9H7c/104/9115-hawkins-rd-indianapolis-in-primary-photo.jpg,9115 Hawkins Rd,Indianapolis,IN,46216,0,0
indianapolis-in,384,$384 - 935,2-3 Bed,East Village,"3810 Cooper Square Ct, Indianapolis, IN 46205",,1,Available Now,7 hrs,jnqv1j5,https://www.apartments.com/east-village-indianapolis-in/jnqv1j5/,https://images1.apartments.com/i2/BprI2RE-whH2stqSew-yzNHi8yn_vyZ27bwRbrT41WY/104/east-village-indianapolis-in-interior-photo.jpg,East Village,https://images1.apartments.com/i2/UBP91voZz_M6VpFbeRarVz_he0qRWeoxPY6xyCBKDl4/110/the-sterling-group-inc-logo.png,https://images1.apartments.com/i2/BprI2RE-whH2stqSew-yzNHi8yn_vyZ27bwRbrT41WY/104/east-village-indianapolis-in-interior-photo.jpg,3810 Cooper Square Ct,Indianapolis,IN,46205,0,0
indianapolis-in,390,$390 - 500,Studio - 1 Bed,Meadowood Apartments,"5452 Buttercup Ln, Indianapolis, IN 46224",,0,Available 09/30/17,2 wks,0zgp193,https://www.apartments.com/meadowood-apartments-indianapolis-in/0zgp193/,https://images1.apartments.com/i2/ept_QwzN0o4GlE6_IzfLOPTiJsYkTSKbWzijjAokMFc/104/meadowood-apartments-indianapolis-in-primary-photo.jpg,Meadowood Apartments,undefined,https://images1.apartments.com/i2/ept_QwzN0o4GlE6_IzfLOPTiJsYkTSKbWzijjAokMFc/104/meadowood-apartments-indianapolis-in-primary-photo.jpg,5452 Buttercup Ln,Indianapolis,IN,46224,0,0
indianapolis-in,395,$395,1 Bed,2530 E 10th St Unit 4,"Indianapolis, IN 46201",,1,Available Now,3 hrs,ej4mtcm,https://www.apartments.com/2530-e-10th-st-indianapolis-in-unit-4/ej4mtcm/,,2530 E 10th St Unit 4,undefined,https://images1.apartments.com/i2/69PCyGYAr9N8kkRl5zUSBQv1gZLETOvPEkSM1NSi3HM/104/2530-e-10th-st-unit-4-indianapolis-in-building-photo.jpg,2530 E 10th St Unit 4,Indianapolis,IN,46201,0,0
indianapolis-in,399,$399,1 Bed,5345 E Washington St,"Indianapolis, IN 46219",,1,Available Now,3 hrs,cwxekjd,https://www.apartments.com/5345-e-washington-st-indianapolis-in/cwxekjd/,,5345 E Washington St,undefined,https://images1.apartments.com/i2/FJ-ae5M_Nk4jbK-QbWvPc87zpTJ_tO973UWIYiimbIg/104/5345-e-washington-st-indianapolis-in-building-photo.jpg,5345 E Washington St,Indianapolis,IN,46219,0,0
indianapolis-in,409,$409 - 669,Studio - 2 Bed,Autumn Trails,"7975 Red Mill Dr, Indianapolis, IN 46226",317-723-5139,1,Available Now,2 wks,9e91h04,https://www.apartments.com/autumn-trails-indianapolis-in/9e91h04/,,Autumn Trails,https://images1.apartments.com/i2/zkpr2elYs1bdm6SR9GsS-eVO5A35DNXXOe_ZKI-qOnQ/110/becovic-management-group-logo.png,https://images1.apartments.com/i2/X13yyiF4k9K45hIhutFWmoPIii4U33K4knksnqmnCns/106/autumn-trails-indianapolis-in-building-photo.jpg,7975 Red Mill Dr,Indianapolis,IN,46226,0,0
indianapolis-in,410,$410 - 780,Studio - 3 Bed,The Stratford Apartments,"3201 Watergate Rd, Indianapolis, IN 46224",317-455-4057,1,Available Now,2 wks,b0derkb,https://www.apartments.com/the-stratford-apartments-indianapolis-in/b0derkb/,,The Stratford Apartments,undefined,https://images1.apartments.com/i2/G4qmxWLTBlqMUPg01L5nOj9x4Qw60-RBK8NmuwvtzfE/106/the-stratford-apartments-indianapolis-in-building-photo.jpg,3201 Watergate Rd,Indianapolis,IN,46224,0,0
indianapolis-in,418,$418,Condo for Rent,9201 E 46th St,"Indianapolis, IN 46235",,1,Available Now,1 hr,2nkyzfc,https://www.apartments.com/9201-e-46th-st-indianapolis-in/2nkyzfc/,,9201 E 46th St,undefined,https://images1.apartments.com/i2/OxYRGvS6bmAuxTRCijCiEJzKtecobnJaM0G2x5rQQA8/104/9201-e-46th-st-indianapolis-in-primary-photo.jpg,9201 E 46th St,Indianapolis,IN,46235,0,0
indianapolis-in,425,$425,House for Rent,2413 N Parker Ave,"Indianapolis, IN 46218",,1,Available Now,1 day,t86g559,https://www.apartments.com/2413-n-parker-ave-indianapolis-in/t86g559/,,2413 N Parker Ave,undefined,https://images1.apartments.com/i2/Zwd98uFCV345klZYxbWsxALFQJlie89RdunyABHJ4Gc/104/2413-n-parker-ave-indianapolis-in-building-photo.jpg,2413 N Parker Ave,Indianapolis,IN,46218,0,0
indianapolis-in,430,$430 - 510,Studio - 1 Bed,Indy Indie Artist Colony,"26 E 14th St, Indianapolis, IN 46202",,0,Available 10/06/17,2 wks,vf0clqe,https://www.apartments.com/indy-indie-artist-colony-indianapolis-in/vf0clqe/,,Indy Indie Artist Colony,undefined,https://images1.apartments.com/i2/e05-IvAee5kV69n3XaP39CN_jcG_vVyxAMqgRmW8lCk/104/indy-indie-artist-colony-indianapolis-in-primary-photo.jpg,26 E 14th St,Indianapolis,IN,46202,0,0
indianapolis-in,432,$432 - 700,Studio - 3 Bed,Maple Creek Village,"3800 W Michigan St, Indianapolis, IN 46222",,1,Available Now,2 wks,pvjnkbs,https://www.apartments.com/maple-creek-village-indianapolis-in/pvjnkbs/,,Maple Creek Village,undefined,https://images1.apartments.com/i2/oRehPu-aik2nsdCd5isQf2trFj0HzF2XEHXTKHMCZ7Q/104/maple-creek-village-indianapolis-in-building-photo.jpg,3800 W Michigan St,Indianapolis,IN,46222,0,0
indianapolis-in,434,$434 - 609,Studio - 2 Bed,Bavarian Village Apartments,"3001 Bavarian West Dr, Indianapolis, IN 46235",317-622-0383,1,Available Now,,epyh7xp,https://www.apartments.com/bavarian-village-apartments-indianapolis-in/epyh7xp/,,Bavarian Village Apartments,https://images1.apartments.com/i2/3zAMBCiR7eh670R6_giQQipxxzCpEkLXQmxxGDPgfhA/110/edward-rose-sons-logo.png,https://images1.apartments.com/i2/d3PfvtQeCsB5cuEINl8oGFTF1WRIB9-NwD3OK1I8aPM/106/bavarian-village-apartments-indianapolis-in-building-photo.jpg,3001 Bavarian West Dr,Indianapolis,IN,46235,0,0
indianapolis-in,435,$435 - 789,Studio - 3 Bed,Spanish Oaks,"3645 Wingate Ct, Indianapolis, IN 46235",,1,Available Now,2 wks,lk19h8g,https://www.apartments.com/spanish-oaks-indianapolis-in/lk19h8g/,,Spanish Oaks,undefined,https://images1.apartments.com/i2/postSTDrd6O5yk_o1c_jKoCq38WbOnC3wdWICGZj1Q4/104/spanish-oaks-indianapolis-in-building-photo.jpg,3645 Wingate Ct,Indianapolis,IN,46235,0,0
indianapolis-in,436,$436,1 Bed,2372 Beckwith Dr,"Indianapolis, IN 46218",,1,Available Now,3 hrs,ncx1b8p,https://www.apartments.com/2372-beckwith-dr-indianapolis-in/ncx1b8p/,,2372 Beckwith Dr,undefined,https://images1.apartments.com/i2/clEW2gZ8i3kvTO3zXR0fCuiM5Adqvbb6M9B56rx4nG0/104/2372-beckwith-dr-indianapolis-in-building-photo.jpg,2372 Beckwith Dr,Indianapolis,IN,46218,0,0
indianapolis-in,436,$436 - 660,Studio - 3 Bed,New Bridge Apartments,"2372 Beckwith Dr, Indianapolis, IN 46218",,1,Available Now,2 wks,nysmjzp,https://www.apartments.com/new-bridge-apartments-indianapolis-in/nysmjzp/,,New Bridge Apartments,undefined,https://images1.apartments.com/i2/VapB5vLYX3OfYvfjzT8_evbbz-gI_Xyw3xTWpQEDN2Y/104/new-bridge-apartments-indianapolis-in-building-photo.jpg,2372 Beckwith Dr,Indianapolis,IN,46218,0,0
indianapolis-in,439,$439 - 565,Studio - 2 Bed,Pangea Vineyards Apartments,"10101 E Montery Rd, Indianapolis, IN 46235",,1,Available Now,2 wks,hsgrr03,https://www.apartments.com/pangea-vineyards-apartments-indianapolis-in/hsgrr03/,,Pangea Vineyards Apartments,https://images1.apartments.com/i2/tpcIpvZhLRgVIs8deQT0sVqeEQCKc3by_KIv0HHFTdE/110/pangea-real-estate-logo.png,https://images1.apartments.com/i2/jSB2vWn7eNQtI2_g2knlPa-JlWyBXF-g4PcIUsQbtNI/104/pangea-vineyards-apartments-indianapolis-in-building-photo.jpg,10101 E Montery Rd,Indianapolis,IN,46235,0,0
indianapolis-in,449,$449 - 609,Studio - 2 Bed,Country Club Apartments,"360 Sandra Ln, Indianapolis, IN 46227",317-202-1649,1,Available Now,2 wks,syzgy54,https://www.apartments.com/country-club-apartments-indianapolis-in/syzgy54/,,Country Club Apartments,undefined,https://images1.apartments.com/i2/b_fOvlem1Aa0KinSXT1aC-foyfv-gESfaqJYu3gKpMk/106/country-club-apartments-indianapolis-in-building-photo.jpg,360 Sandra Ln,Indianapolis,IN,46227,0,0
indianapolis-in,449,$449 - 819,Studio - 3 Bed,Westlake Apartments,"6000 Westlake Dr, Indianapolis, IN 46224",844-661-4336,0,Available 09/29/17,,r7tm5g1,https://www.apartments.com/westlake-apartments-indianapolis-in/r7tm5g1/,,Westlake Apartments,https://images1.apartments.com/i2/bYfvNNRYFSAwJ1UF1OcoFrVGVuiSEgGxN4FEoE3_EEo/110/flaherty-collins-properties-logo.png,https://images1.apartments.com/i2/eiBmq3wddCJRvt_TRm4MKgooYHmmEgEYckQuM8BiKxc/106/westlake-apartments-indianapolis-in-building-photo.jpg,6000 Westlake Dr,Indianapolis,IN,46224,0,0
indianapolis-in,450,$450,Studio - 2 Bed,Crossroads at Madison,"4725 Madison Ave, Indianapolis, IN 46227",844-238-7017,1,Available Now,2 wks,9brv1b4,https://www.apartments.com/crossroads-at-madison-indianapolis-in/9brv1b4/,,Crossroads at Madison,undefined,https://images1.apartments.com/i2/dyfibHuDT3lNc8-EXelPcDg6n3xoN2vnrIBxH8WijCY/106/crossroads-at-madison-indianapolis-in-building-photo.jpg,4725 Madison Ave,Indianapolis,IN,46227,0,0
indianapolis-in,450,$450 - 655,Studio - 2 Bed,Maple Court,"3524-3538 N Pennsylvania St, Indianapolis, IN 46205",317-353-3863,1,Available Now,1 day,mkh7pxk,https://www.apartments.com/maple-court-indianapolis-in/mkh7pxk/,,Maple Court,undefined,https://images1.apartments.com/i2/q5t2Y5FyoZRP7MUL9SpMvWxuX7VTZJXFwV-4ILQd55g/106/maple-court-indianapolis-in-building-photo.jpg,3524-3538 N Pennsylvania St,Indianapolis,IN,46205,0,0
indianapolis-in,450,$450 - 685,Studio - 2 Bed,The Biltmore,"3536 N Meridian St, Indianapolis, IN 46208",866-865-9083,1,Available Now,3 days,8dpth21,https://www.apartments.com/the-biltmore-indianapolis-in/8dpth21/,,The Biltmore,undefined,https://images1.apartments.com/i2/6k_IW5AiDIjhd_KiC7g1guXupcEs7DFcjyL22mJydjs/106/the-biltmore-indianapolis-in-interior-photo.jpg,3536 N Meridian St,Indianapolis,IN,46208,0,0
irvine-ca,1500,"$1,500",Condo for Rent,Listing by,"120 Orange Blossom, Irvine, CA 92618",844-238-8279,1,Available Now,,bhrm618,https://www.apartments.com/120-orange-blossom-irvine-ca/bhrm618/,https://images1.apartments.com/i2/BRz1Qd65Fz8zg4R_V07GD-3gKKiAGwRH-A98L6Kuzxw/106/120-orange-blossom-irvine-ca-building-photo.jpg,120 Orange Blossom,https://www.apartments.com/a/762d4a/content/images/wsr-pmc.png,https://images1.apartments.com/i2/BRz1Qd65Fz8zg4R_V07GD-3gKKiAGwRH-A98L6Kuzxw/106/120-orange-blossom-irvine-ca-building-photo.jpg,120 Orange Blossom,Irvine,CA,92618,0,0
irvine-ca,1625,"$1,625",Condo for Rent,296 Streamwood,"Irvine, CA 92620",,1,Available Now,3 hrs,jbrmrw7,https://www.apartments.com/296-streamwood-irvine-ca/jbrmrw7/,https://images1.apartments.com/i2/NHnDtlyfMAyRBGl53s31vEEf0gWbbXZkX010Usufptc/104/296-streamwood-irvine-ca-building-photo.jpg,296 Streamwood,undefined,https://images1.apartments.com/i2/NHnDtlyfMAyRBGl53s31vEEf0gWbbXZkX010Usufptc/104/296-streamwood-irvine-ca-building-photo.jpg,296 Streamwood,Irvine,CA,92620,0,0
irvine-ca,1640,"$1,640 - 2,665",1-3 Bed,Heritage Point,"4 Austin, Irvine, CA 92604",844-318-8168,1,Available Now,2 wks,qprvgww,https://www.apartments.com/heritage-point-irvine-ca/qprvgww/,https://images1.apartments.com/i2/A5vvcGDlBSEUKQwLo3BcCLmJgTgZRqYCnd5f13Ihm_0/106/heritage-point-irvine-ca-spacious-floor-plans.jpg,Heritage Point,undefined,https://images1.apartments.com/i2/A5vvcGDlBSEUKQwLo3BcCLmJgTgZRqYCnd5f13Ihm_0/106/heritage-point-irvine-ca-spacious-floor-plans.jpg,4 Austin,Irvine,CA,92604,0,0
irvine-ca,1650,"$1,650",Condo for Rent,222 Springview,"Irvine, CA 92620",,1,Available Now,1 day,f9gj1fr,https://www.apartments.com/222-springview-irvine-ca/f9gj1fr/,https://images1.apartments.com/i2/qeWFa497LJbJ604nD_l9cy4Kd7TQ3uJuDVX0jFmVm0o/104/222-springview-irvine-ca-building-photo.jpg,222 Springview,undefined,https://images1.apartments.com/i2/qeWFa497LJbJ604nD_l9cy4Kd7TQ3uJuDVX0jFmVm0o/104/222-springview-irvine-ca-building-photo.jpg,222 Springview,Irvine,CA,92620,0,0
irvine-ca,1660,"$1,660 - 2,441",Studio - 2 Bed,Sofi Irvine,"2750 Kelvin Ave, Irvine, CA 92614",949-336-2169,1,Available Now,1 day,rkxd031,https://www.apartments.com/sofi-irvine-irvine-ca/rkxd031/,https://images1.apartments.com/i2/j-ozsIPECMMIdoYr55jvcH5vWzamd0c4sCLm891K2fM/117/sofi-irvine-irvine-ca-building-photo.jpg,Sofi Irvine,https://images1.apartments.com/i2/rt_KroVPktLD6rkGgPpH9eq0JntnwJFC5O2E-8RJp-M/110/pinnacle-property-management-services-llc-logo.png,https://images1.apartments.com/i2/j-ozsIPECMMIdoYr55jvcH5vWzamd0c4sCLm891K2fM/117/sofi-irvine-irvine-ca-building-photo.jpg,2750 Kelvin Ave,Irvine,CA,92614,0,0
irvine-ca,1720,"$1,720 - 3,560",Studio - 2 Bed,San Mateo Apartment Homes,"100 Cantata, Irvine, CA 92606",844-204-1704,1,Available Now,7 hrs,nmpxreq,https://www.apartments.com/san-mateo-apartment-homes-irvine-ca/nmpxreq/,,San Mateo Apartment Homes,https://images1.apartments.com/i2/ovYIo-EfbZiGKJ3uxWJKCnAIxXbsC0EENUiVJMlXqQk/110/the-irvine-company-logo.png,https://images1.apartments.com/i2/6OR3e2aazrJB31rESz7nZ7sRfUvAu1ZYUaUfxdTX07Y/106/san-mateo-apartment-homes-irvine-ca-building-photo.jpg,100 Cantata,Irvine,CA,92606,0,0
irvine-ca,1748,"$1,748 - 4,174",1-3 Bed,Woodbridge,"50 Eastshore, Irvine, CA 92604",844-457-6952,1,Available Now,,6myxt8s,https://www.apartments.com/woodbridge-irvine-ca/6myxt8s/,,Woodbridge,https://images1.apartments.com/i2/X04NDC2QzaR0eBDih_rtl4D_50rPfotUZXvYfoFSTx4/110/jf-shea-co-inc-logo.png,https://images1.apartments.com/i2/STr9CBpGfnXEv1QaQNAm8XYAtg-CHOsDbBBaqnonNIw/106/woodbridge-irvine-ca-interior-photo.jpg,50 Eastshore,Irvine,CA,92604,0,0
irvine-ca,1750,"$1,750",Condo for Rent,239 Pineview Unit 239,"Irvine, CA 92620",877-586-0964,1,Available Now,5 days,c5zgegf,https://www.apartments.com/239-pineview-irvine-ca-unit-239/c5zgegf/,,239 Pineview Unit 239,undefined,https://images1.apartments.com/i2/g1hV0vjSwFzXTR2eO4Kkw3gd52X1yJFT1fuVE_X83VU/104/239-pineview-unit-239-irvine-ca-building-photo.jpg,239 Pineview Unit 239,Irvine,CA,92620,0,0
irvine-ca,1750,"$1,750",Condo for Rent,49 Tangelo Unit 303,"Irvine, CA 92618",,1,Available Now,1 day,650tmqs,https://www.apartments.com/49-tangelo-irvine-ca-unit-303/650tmqs/,,49 Tangelo Unit 303,undefined,https://images1.apartments.com/i2/EBXoYEgTrM4pi5Sz2zI2N9IN9YRAuo1mVYNTWE23bfM/104/49-tangelo-unit-303-irvine-ca-building-photo.jpg,49 Tangelo Unit 303,Irvine,CA,92618,0,0
irvine-ca,1755,"$1,755 - 4,392",1-3 Bed,Northwood Apartment Homes,"1300 Hayes, Irvine, CA 92620",844-454-9015,1,Available Now,,p2tn9nr,https://www.apartments.com/northwood-apartment-homes-irvine-ca/p2tn9nr/,,Northwood Apartment Homes,https://images1.apartments.com/i2/ovYIo-EfbZiGKJ3uxWJKCnAIxXbsC0EENUiVJMlXqQk/110/the-irvine-company-logo.png,https://images1.apartments.com/i2/l9-YwNMg-lHFDfgXYOQyvld8pZHQfRamq7Wo99_o08o/106/northwood-apartment-homes-irvine-ca-building-photo.jpg,1300 Hayes,Irvine,CA,92620,0,0
irvine-ca,1760,"$1,760 - 3,125",Studio - 2 Bed,Avalon Irvine,"2777 Alton Pky, Irvine, CA 92606",888-312-1472,1,Available Now,,zg3bhgz,https://www.apartments.com/avalon-irvine-irvine-ca/zg3bhgz/,,Avalon Irvine,https://images1.apartments.com/i2/S6RECzgD-cGuCVTqy1Q3uLg3YHlUMcIievrDcXwtbLo/110/avalonbay-communities-inc-logo.png,https://images1.apartments.com/i2/54r2_whLK3Mv1kp8rkEvfsewLwwGOzny2gE74QOJR-Y/117/avalon-irvine-irvine-ca-building-photo.jpg,2777 Alton Pky,Irvine,CA,92606,0,0
irvine-ca,1770,"$1,770 - 4,555",1-3 Bed,Portola Place Apartment Homes,"1000 Archway, Irvine, CA 92618",844-274-2767,1,Available Now,,n132rpp,https://www.apartments.com/portola-place-apartment-homes-irvine-ca/n132rpp/,,Portola Place Apartment Homes,https://images1.apartments.com/i2/ovYIo-EfbZiGKJ3uxWJKCnAIxXbsC0EENUiVJMlXqQk/110/the-irvine-company-logo.png,https://images1.apartments.com/i2/lGJcDc6ox9Ox3N9ORbRM0vkvp6EaX7fvZLcuiTiR8KY/106/portola-place-apartment-homes-irvine-ca-building-photo.jpg,1000 Archway,Irvine,CA,92618,0,0
irvine-ca,1780,"$1,780 - 4,865",1-2 Bed,Cypress Village Apartment Homes,"100 Grand Canal, Irvine, CA 92620",844-561-2869,1,Available Now,,h3l2cs3,https://www.apartments.com/cypress-village-apartment-homes-irvine-ca/h3l2cs3/,,Cypress Village Apartment Homes,https://images1.apartments.com/i2/ovYIo-EfbZiGKJ3uxWJKCnAIxXbsC0EENUiVJMlXqQk/110/the-irvine-company-logo.png,https://images1.apartments.com/i2/sbl0Nt83aZlhPK_sCVQgmb38t6anfpxxXTgM_Pcjn4w/117/cypress-village-apartment-homes-irvine-ca-building-photo.jpg,100 Grand Canal,Irvine,CA,92620,0,0
irvine-ca,1785,"$1,785 - 4,917",Studio - 2 Bed,The Village at Irvine Spectrum Center,"25 Pacifica, Irvine, CA 92618",844-682-1064,1,Available Now,,9vd52b4,https://www.apartments.com/the-village-at-irvine-spectrum-center-irvine-ca/9vd52b4/,,The Village at Irvine Spectrum Center,https://images1.apartments.com/i2/ovYIo-EfbZiGKJ3uxWJKCnAIxXbsC0EENUiVJMlXqQk/110/the-irvine-company-logo.png,https://images1.apartments.com/i2/0QFD-w0gFwfFJeZU9Mi3JxYYMJ4jLbPFlsr4TRwf0U8/106/the-village-at-irvine-spectrum-center-irvine-ca-building-photo.jpg,25 Pacifica,Irvine,CA,92618,0,0
irvine-ca,1785,"$1,785 - 3,665",1-2 Bed,Oak Glen Apartment Homes,"100 Oak Glen, Irvine, CA 92618",844-239-3139,1,Available Now,,0nrxw71,https://www.apartments.com/oak-glen-apartment-homes-irvine-ca/0nrxw71/,,Oak Glen Apartment Homes,https://images1.apartments.com/i2/ovYIo-EfbZiGKJ3uxWJKCnAIxXbsC0EENUiVJMlXqQk/110/the-irvine-company-logo.png,https://images1.apartments.com/i2/7YXejh3Nb-QLi-Xn8v6kIyEOiX_DlORYbf9gnrjgc1g/106/oak-glen-apartment-homes-irvine-ca-building-photo.jpg,100 Oak Glen,Irvine,CA,92618,0,0
irvine-ca,1795,"$1,795",Townhome for Rent,75 Greenmoor,"Irvine, CA 92614",,1,Available Now,,svdj5t7,https://www.apartments.com/75-greenmoor-irvine-ca/svdj5t7/,,75 Greenmoor,undefined,https://images1.apartments.com/i2/FSwnHDe7vzJcY51z1o7cswQa8EPTppZ_c8-OGOeaXzs/104/75-greenmoor-irvine-ca-building-photo.jpg,75 Greenmoor,Irvine,CA,92614,0,0
irvine-ca,1795,"$1,795 - 3,450",1-2 Bed,Woodbridge Willows Apartment Homes,"344 Knollglen, Irvine, CA 92614",,1,Available Now,,sr2kg36,https://www.apartments.com/woodbridge-willows-apartment-homes-irvine-ca/sr2kg36/,,Woodbridge Willows Apartment Homes,https://images1.apartments.com/i2/ovYIo-EfbZiGKJ3uxWJKCnAIxXbsC0EENUiVJMlXqQk/110/the-irvine-company-logo.png,https://images1.apartments.com/i2/OjCUVBdsHEvmJW-fskgEKAFD107yooLFdo1DYv63jOY/104/woodbridge-willows-apartment-homes-irvine-ca-building-photo.jpg,344 Knollglen,Irvine,CA,92614,0,0
