citystate,rent,rentText,unitLabel,title,location,phone,availability,availabilityText,lastUpdated,listingid,url,img,itemTitle,logo,image,streetAddress,city,state,zip,lat,lng
"la-crosse-wi","695","$695","1 Bedroom","3636 Calvert Rd","La Crosse, WI 54601","844-589-0901","1","Available Now","2 days","v0crlle","https://www.apartments.com/3636-calvert-rd-la-crosse-wi/v0crlle/","","3636 Calvert Rd","undefined","https://images1.apartments.com/i2/h0_NX-upx7TQ-gnKSgv81ksLy0GHMWn2gLb9qdRsabU/104/3636-calvert-rd-la-crosse-wi-building-entry.jpg","3636 Calvert Rd","La Crosse","WI","54601","43.75418","-91.20412",
"la-crosse-wi","695","$695","1 Bedroom","3715 Mormon Coulee Rd","La Crosse, WI 54601","608-433-2284","0","Available 04/14/17","1 day","vc5hmcg","https://www.apartments.com/3715-mormon-coulee-rd-la-crosse-wi/vc5hmcg/","","3715 Mormon Coulee Rd","undefined","https://images1.apartments.com/i2/Wl6m92qX2Jl8JPY0gVhjZsQqrcn6K5SfYCoAzquuu7Q/104/3715-mormon-coulee-rd-la-crosse-wi-building-photo.jpg","3715 Mormon Coulee Rd","La Crosse","WI","54601","43.7781","-91.22196",
"la-crosse-wi","700","$700","2 Bedroom","403 11th St N","La Crosse, WI 54601","608-519-4003","0","Available 06/01/17","1 day","x3k8ghm","https://www.apartments.com/403-11th-st-n-la-crosse-wi/x3k8ghm/","","403 11th St N","undefined","https://images1.apartments.com/i2/ltGNZ5_gY9hPr_6GqriC__A9qRgZ9NC1SBVD9o2ZEPc/104/403-11th-st-n-la-crosse-wi-building-photo.jpg","403 11th St N","La Crosse","WI","54601","43.81534","-91.24135",
"la-crosse-wi","705","$705","2 Bedroom","141 21st St S","La Crosse, WI 54601","608-498-4891","0","Available 05/01/17","1 day","fz8e8ds","https://www.apartments.com/141-21st-st-s-la-crosse-wi/fz8e8ds/","","141 21st St S","undefined","https://images1.apartments.com/i2/YEdEgslaUU1E_mAVy7sdTiFHdx8mt19j5I0qLwey1pE/104/141-21st-st-s-la-crosse-wi-building-photo.jpg","141 21st St S","La Crosse","WI","54601","43.81072","-91.2252",
"lafayette-in","350","$350","Studio","1626 Main St","Lafayette, IN 47904","765-607-6789","1","Available Now","","tf6ky5b","https://www.apartments.com/1626-main-st-lafayette-in/tf6ky5b/","https://images1.apartments.com/i2/MIal-DtRAUorO5ToiUop9v3xdiMcc0agQ98UlYBKq3E/104/1626-main-st-lafayette-in-building-photo.jpg","1626 Main St","undefined","https://images1.apartments.com/i2/MIal-DtRAUorO5ToiUop9v3xdiMcc0agQ98UlYBKq3E/104/1626-main-st-lafayette-in-building-photo.jpg","1626 Main St","Lafayette","IN","47904","40.41712","-86.87792",
"lafayette-in","390","$390 - 480","Studio - 1 Bedroom","Stonecrest Apartments","1901 Union St, Lafayette, IN 47904","888-306-6502","1","Available Now","2 wks","qgs2prz","https://www.apartments.com/stonecrest-apartments-lafayette-in/qgs2prz/","https://images1.apartments.com/i2/_U8fbeb6cfAiJlmrp-0hdmMNoV45ZYGOSrUeBYJE-2E/106/stonecrest-apartments-lafayette-in-building-photo.jpg","Stonecrest Apartments","undefined","https://images1.apartments.com/i2/_U8fbeb6cfAiJlmrp-0hdmMNoV45ZYGOSrUeBYJE-2E/106/stonecrest-apartments-lafayette-in-building-photo.jpg","1901 Union St","Lafayette","IN","47904","40.42404","-86.87586",
"lafayette-in","400","$400 - 2,400","Studio - 4 Bedroom","Historic Downtown Apartments II","1123 Main St, Lafayette, IN 47901","765-588-9500","1","Available Now","5 hrs","7xnztyx","https://www.apartments.com/historic-downtown-apartments-ii-lafayette-in/7xnztyx/","https://images1.apartments.com/i2/D9COtfZ_seLvh1IhKHvsWRiFeDNvEHtuo0X3HKS6Sl0/106/historic-downtown-apartments-ii-lafayette-in-leasing-office.jpg","Historic Downtown Apartments II","undefined","https://images1.apartments.com/i2/D9COtfZ_seLvh1IhKHvsWRiFeDNvEHtuo0X3HKS6Sl0/106/historic-downtown-apartments-ii-lafayette-in-leasing-office.jpg","1123 Main St","Lafayette","IN","47901","40.41892","-86.88409",
"lafayette-in","400","$400","1 Bedroom","2115 Main St Unit 2","Lafayette, IN 47904","888-837-6541","0","Available 04/01/17","5 hrs","d7f8jpj","https://www.apartments.com/2115-main-st-lafayette-in/d7f8jpj/","https://images1.apartments.com/i2/cntMutu0VCR6rUkFw7WqO5VEcvyLf0pmr3uQjdkY6k8/104/2115-main-st-lafayette-in-building-photo.jpg","2115 Main St Unit 2","undefined","https://images1.apartments.com/i2/cntMutu0VCR6rUkFw7WqO5VEcvyLf0pmr3uQjdkY6k8/104/2115-main-st-lafayette-in-building-photo.jpg","2115 Main St Unit 2","Lafayette","IN","47904","40.4115","-86.87237",
"lafayette-in","465","$465","1 Bedroom","1007 Joseph St Unit 4","Lafayette, IN 47905","844-279-7848","1","Available Now","1 wk","rye7dy0","https://www.apartments.com/1007-joseph-st-lafayette-in/rye7dy0/","https://images1.apartments.com/i2/zk49DEzcy9f7bRolMmwI29-1YQKBQripCOXfu-UgVWw/104/1007-joseph-st-lafayette-in-building-photo.jpg","1007 Joseph St Unit 4","undefined","https://images1.apartments.com/i2/zk49DEzcy9f7bRolMmwI29-1YQKBQripCOXfu-UgVWw/104/1007-joseph-st-lafayette-in-building-photo.jpg","1007 Joseph St Unit 4","Lafayette","IN","47905","40.4069","-86.89619",
"lafayette-in","465","$465","Condo for Rent","3001 Kossuth St","Lafayette, IN 47904","","1","Available Now","7 hrs","5eg7php","https://www.apartments.com/3001-kossuth-st-lafayette-in/5eg7php/","https://images1.apartments.com/i2/NMQxAJrtegN0AAl4xqcI8t1wmGJ6ezjgy1HJo7k8djU/104/3001-kossuth-st-lafayette-in-building-photo.jpg","3001 Kossuth St","undefined","https://images1.apartments.com/i2/NMQxAJrtegN0AAl4xqcI8t1wmGJ6ezjgy1HJo7k8djU/104/3001-kossuth-st-lafayette-in-building-photo.jpg","3001 Kossuth St","Lafayette","IN","47904","40.4099","-86.86256",
"lafayette-in","475","$475","Condo for Rent","1028 Tippecanoe St","Lafayette, IN 47904","","1","Available Now","11 hrs","t8d7ryb","https://www.apartments.com/1028-tippecanoe-st-lafayette-in/t8d7ryb/","","1028 Tippecanoe St","undefined","https://images1.apartments.com/i2/oUhS8Gj_ZZC1tzMDsCPdxUGLwn-WNHCs_cY2lGDXZVw/104/1028-tippecanoe-st-lafayette-in-primary-photo.jpg","1028 Tippecanoe St","Lafayette","IN","47904","40.4269","-86.8849",
"lafayette-in","475","$475","1 Bedroom","322 S 6th St Unit 3","Lafayette, IN 47901","765-637-9497","1","Available Now","5 hrs","w296vsk","https://www.apartments.com/322-s-6th-st-lafayette-in/w296vsk/","","322 S 6th St Unit 3","undefined","https://images1.apartments.com/i2/GuCgyE6cwezQZ5sR0UIzLAABw4yndMnYpkzE6NQSXgI/104/322-s-6th-st-lafayette-in-building-photo.jpg","322 S 6th St Unit 3","Lafayette","IN","47901","40.41401","-86.89091",
"lafayette-in","475","$475","1 Bedroom","1014 South St Unit 2N","Lafayette, IN 47901","765-746-7339","0","Available 05/01/17","5 hrs","02mmsm2","https://www.apartments.com/1014-south-st-lafayette-in/02mmsm2/","","1014 South St Unit 2N","undefined","https://images1.apartments.com/i2/GMxHBpWmr23llBeHJZp2aYOvzb50HP9PnnRBKUK_s5E/104/1014-south-st-lafayette-in-building-photo.jpg","1014 South St Unit 2N","Lafayette","IN","47901","40.4176","-86.8851",
"lafayette-in","475","$475","1 Bedroom","1103 North St Unit .5","Lafayette, IN 47904","844-887-6295","0","Available 05/01/17","5 hrs","0lcdtx2","https://www.apartments.com/1103-north-st-lafayette-in/0lcdtx2/","","1103 North St Unit .5","undefined","https://images1.apartments.com/i2/B0tfBlYBd56eB4XV2tEMQmlne8Ex7ee1eghqERTDVas/104/1103-north-st-lafayette-in-building-photo.jpg","1103 North St Unit .5","Lafayette","IN","47904","40.42066","-86.88476",
"lafayette-in","484","$484 - 970","Studio - 3 Bedroom","Pheasant Run Apartments","3090 Pheasant Run Dr, Lafayette, IN 47909","844-204-7386","1","Available Now","2 wks","xtvh6cq","https://www.apartments.com/pheasant-run-apartments-lafayette-in/xtvh6cq/","","Pheasant Run Apartments","https://images1.apartments.com/i2/3zAMBCiR7eh670R6_giQQkt1NsNalJ5Wag_F309x26g/110/edward-rose-sons-logo.png","https://images1.apartments.com/i2/CuiOdLl16BB7M_QXRRjKL9aeP5mYcr8KjfgUvlbkmOY/106/pheasant-run-apartments-lafayette-in-building-photo.jpg","3090 Pheasant Run Dr","Lafayette","IN","47909","40.38356","-86.86042",
"lafayette-in","485","$485","Condo for Rent","1427 Alabama St","Lafayette, IN 47905","","1","Available Now","1 day","vbnl82f","https://www.apartments.com/1427-alabama-st-lafayette-in/vbnl82f/","","1427 Alabama St","undefined","https://images1.apartments.com/i2/8XD2vAKNEs6wX9bGmaFbY3fH0faYCVw9lh31xMDIaSY/104/1427-alabama-st-lafayette-in-primary-photo.jpg","1427 Alabama St","Lafayette","IN","47905","40.41615","-86.88069",
"lafayette-in","495","$495","1 Bedroom","Northfield Commons","2100-2220 Banstead Ct, Lafayette, IN 47904","","1","Available Now","2 wks","05tmk23","https://www.apartments.com/northfield-commons-lafayette-in/05tmk23/","","Northfield Commons","undefined","https://images1.apartments.com/i2/a0bEg3YfeVGy4RvSYgMreN-pYlSzx_Ejp2AFHAw69j0/104/northfield-commons-lafayette-in-building-photo.jpg","2100-2220 Banstead Ct","Lafayette","IN","47904","40.43822","-86.87886",
"lafayette-in","495","$495","1 Bedroom","Spring Gardens","382 State Road 25 W, Lafayette, IN 47909","","1","Available Now","2 wks","c69qfje","https://www.apartments.com/spring-gardens-lafayette-in/c69qfje/","","Spring Gardens","undefined","https://images1.apartments.com/i2/YUMshcD96l9sSEWXz2o7vie5Eq7Pk5AOPT_C0W67brs/104/spring-gardens-lafayette-in-primary-photo.jpg","382 State Road 25 W","Lafayette","IN","47909","40.39017","-86.9117",
"lafayette-in","500","$500","Condo for Rent","1301 Columbia St","Lafayette, IN 47901","","1","Available Now","11 hrs","zd67twy","https://www.apartments.com/1301-columbia-st-lafayette-in/zd67twy/","","1301 Columbia St","undefined","https://images1.apartments.com/i2/FIOZe1jTKhu_DwGUIHaxStYYkJYu4MTNw3E5rGqJMkQ/104/1301-columbia-st-lafayette-in-primary-photo.jpg","1301 Columbia St","Lafayette","IN","47901","40.41797","-86.8827",
"lafayette-in","500","$500","1 Bedroom","1409 South St Unit 1/2","Lafayette, IN 47901","765-746-7624","1","Available Now","5 hrs","8h3ks63","https://www.apartments.com/1409-south-st-lafayette-in/8h3ks63/","","1409 South St Unit 1/2","undefined","https://images1.apartments.com/i2/Vpkk3LgH1sBLhK7cXYnSVBxNnVHJwJfU1ybrI1T-KxU/104/1409-south-st-lafayette-in-building-photo.jpg","1409 South St Unit 1/2","Lafayette","IN","47901","40.41706","-86.88127",
"lafayette-in","509","$509 - 699","Studio - 2 Bedroom","The Bluffs Apartments","305 Montefiore, Lafayette, IN 47905","765-588-0716","1","Available Now","1 wk","wctyqrl","https://www.apartments.com/the-bluffs-apartments-lafayette-in/wctyqrl/","","The Bluffs Apartments","https://images1.apartments.com/i2/YWNTxoHUGVv6Kqlvr1Qm-RPlNJHMmTcnCAk-BTftXEo/110/hunter-management-llc-logo.png","https://images1.apartments.com/i2/sLfxRPRMSvakYbjthWLrr--ihm7hQQsW2-WcuQyCW20/106/the-bluffs-apartments-lafayette-in-building-photo.jpg","305 Montefiore","Lafayette","IN","47905","40.40109","-86.89432",
"lafayette-in","510","$510","Condo for Rent","301 S 9th St","Lafayette, IN 47901","","1","Available Now","11 hrs","vrcef5e","https://www.apartments.com/301-s-9th-st-lafayette-in/vrcef5e/","","301 S 9th St","undefined","https://images1.apartments.com/i2/lw8Wc55r9rvzppHj7afp_w3Qb8hCg7zqN4kgNwuBFwA/104/301-s-9th-st-lafayette-in-primary-photo.jpg","301 S 9th St","Lafayette","IN","47901","40.41463","-86.88618",
"lafayette-in","525","$525","Studio","2025 Greenbush St Unit 313","Lafayette, IN 47904","765-607-6293","1","Available Now","1 wk","6fqr4fv","https://www.apartments.com/2025-greenbush-st-lafayette-in/6fqr4fv/","","2025 Greenbush St Unit 313","undefined","https://images1.apartments.com/i2/Ofd-ilHuBZ2KK1YsSoTG2B_cNzIh3ZOfFN8x9u7unBs/104/2025-greenbush-st-lafayette-in-building-photo.jpg","2025 Greenbush St Unit 313","Lafayette","IN","47904","40.43156","-86.87396",
"lafayette-in","525","$525","Condo for Rent","1315 Morton St","Lafayette, IN 47904","","1","Available Now","1 day","2yk57bb","https://www.apartments.com/1315-morton-st-lafayette-in/2yk57bb/","","1315 Morton St","undefined","https://images1.apartments.com/i2/DsAx3BVRcGyML7opgZgT_Q3Q_nPqikrRvtUaIiZqHyk/104/1315-morton-st-lafayette-in-primary-photo.jpg","1315 Morton St","Lafayette","IN","47904","40.43098","-86.88263",
"lafayette-in","525","$525","Townhome for Rent","1116 N 12th St","Lafayette, IN 47904","765-607-6763","1","Available Now","4 days","1nypw96","https://www.apartments.com/1116-n-12th-st-lafayette-in/1nypw96/","","1116 N 12th St","undefined","https://images1.apartments.com/i2/4LcD5kutoFI1Eqg_bS7qVv1_g0FW1S2sfx6IiKe8QUw/104/1116-n-12th-st-lafayette-in-building-photo.jpg","1116 N 12th St","Lafayette","IN","47904","40.42798","-86.88426",
"lafayette-in","535","$535","Condo for Rent","915 North St","Lafayette, IN 47904","","1","Available Now","10 hrs","rbtb2y2","https://www.apartments.com/915-north-st-lafayette-in/rbtb2y2/","","915 North St","undefined","https://images1.apartments.com/i2/aDt9VeKtbPBTkIcvAI3UUfKsuUTcNdCHum5g-Omx8B4/104/915-north-st-lafayette-in-building-photo.jpg","915 North St","Lafayette","IN","47904","40.42087","-86.88658",
"lafayette-in","540","$540 - 570","1-2 Bedroom","Georgetown South","1855 Shoshone Dr, Lafayette, IN 47909","","1","Available Now","2 wks","nyrwwbq","https://www.apartments.com/georgetown-south-lafayette-in/nyrwwbq/","","Georgetown South","https://images1.apartments.com/i2/jTvAVDYv_Y39QqbX4qGjVqInxR3y9fixsZX1u0X1D3w/110/james-management-group-llc-logo.png","https://images1.apartments.com/i2/NplzoXgT7UAjoawhDNMXx3ASo5TQ6pwyX0zwmsaN7Qc/104/georgetown-south-lafayette-in-building-photo.jpg","1855 Shoshone Dr","Lafayette","IN","47909","40.39299","-86.87397",
"lafayette-in","550","$550","Condo for Rent","1115 Main St","Lafayette, IN 47901","","1","Available Now","1 day","fm0lw6t","https://www.apartments.com/1115-main-st-lafayette-in/fm0lw6t/","","1115 Main St","undefined","https://images1.apartments.com/i2/DXebVLs2eUlFvN61qtzwJ1xaKOg47FtYvl8n_2MHaNU/104/1115-main-st-lafayette-in-primary-photo.jpg","1115 Main St","Lafayette","IN","47901","40.41908","-86.88434",
"lafayette-in","569","$569 - 839","1-3 Bedroom","Cambridge Estates","3605 Brandywine Ct, Lafayette, IN 47905","765-588-3717","1","Available Now","2 wks","9mmhgv7","https://www.apartments.com/cambridge-estates-lafayette-in/9mmhgv7/","","Cambridge Estates","https://images1.apartments.com/i2/bO7HesJbItf3Ss76HErfSARInt91NFnpdHogIrnGM7U/110/samaritan-companies-logo.png","https://images1.apartments.com/i2/r0bv7deghiq4Va4gxOr2APX6wk1E1k474gu3GyJWeL4/106/cambridge-estates-lafayette-in-building-photo.jpg","3605 Brandywine Ct","Lafayette","IN","47905","40.39635","-86.84522",
"lafayette-la","300","$300","Condo for Rent","611 Tulane Ave","Lafayette, LA 70503","","1","Available Now","2 days","km6cqvb","https://www.apartments.com/611-tulane-ave-lafayette-la/km6cqvb/","https://images1.apartments.com/i2/3PZT5NfLK3OYAkz9XQ67mrSbFCOAnBp2T5btckM2AwQ/104/611-tulane-ave-lafayette-la-primary-photo.jpg","611 Tulane Ave","undefined","https://images1.apartments.com/i2/3PZT5NfLK3OYAkz9XQ67mrSbFCOAnBp2T5btckM2AwQ/104/611-tulane-ave-lafayette-la-primary-photo.jpg","611 Tulane Ave","Lafayette","LA","70503","30.21242","-92.01442",
"lafayette-la","350","$350","Condo for Rent","611 Tulane Ave","Lafayette, LA 70503","","1","Available Now","2 days","7qrc1cx","https://www.apartments.com/611-tulane-ave-lafayette-la/7qrc1cx/","https://images1.apartments.com/i2/eHGCV3OjJhsI7b0CKyERMN9GG80bmbd4fY-8WtxbjTA/104/611-tulane-ave-lafayette-la-primary-photo.jpg","611 Tulane Ave","undefined","https://images1.apartments.com/i2/eHGCV3OjJhsI7b0CKyERMN9GG80bmbd4fY-8WtxbjTA/104/611-tulane-ave-lafayette-la-primary-photo.jpg","611 Tulane Ave","Lafayette","LA","70503","30.21242","-92.01442",
"lafayette-la","400","$400","House for Rent","313 Hobson St","Lafayette, LA 70501","","1","Available Now","","dj2bldl","https://www.apartments.com/313-hobson-st-lafayette-la/dj2bldl/","https://images1.apartments.com/si2/9EPtjjfbjVg48oc_TL58mMDPaY-Ph6HujW-fFDvTq90TxJVu9BPEQjRU1CT9W4lx/117/image.jpg","313 Hobson St","undefined","https://images1.apartments.com/si2/9EPtjjfbjVg48oc_TL58mMDPaY-Ph6HujW-fFDvTq90TxJVu9BPEQjRU1CT9W4lx/117/image.jpg","313 Hobson St","Lafayette","LA","70501","30.23425","-92.01454",
"lafayette-la","425","$425","Condo for Rent","203 Rue Royale","Lafayette, LA 70507","","1","Available Now","10 hrs","2xjpsdc","https://www.apartments.com/203-rue-royale-lafayette-la/2xjpsdc/","https://images1.apartments.com/i2/qLMu9H31zuSmMStigC9PQcCRsMB3rUHW_M9nQdC3oIQ/104/203-rue-royale-lafayette-la-primary-photo.jpg","203 Rue Royale","undefined","https://images1.apartments.com/i2/qLMu9H31zuSmMStigC9PQcCRsMB3rUHW_M9nQdC3oIQ/104/203-rue-royale-lafayette-la-primary-photo.jpg","203 Rue Royale","Lafayette","LA","70507","30.27029","-92.00161",
"lafayette-la","435","$435 - 725","Studio - 2 Bedroom","Whispering Oaks","550 Eraste Landry Rd, Lafayette, LA 70506","844-657-5598","1","Available Now","5 days","6w6xnwv","https://www.apartments.com/whispering-oaks-lafayette-la/6w6xnwv/","https://images1.apartments.com/i2/aOa_dG0MwRhnvQ55D5xVUd0eNIEgPq_qMpq3MuAmTOk/106/whispering-oaks-lafayette-la-building-photo.jpg","Whispering Oaks","https://images1.apartments.com/i2/8I_MLHo_i5ouU7JuLjk1h_rZ3aaED2eXo6ZKnzNOHpw/110/cagan-realty-logo.png","https://images1.apartments.com/i2/aOa_dG0MwRhnvQ55D5xVUd0eNIEgPq_qMpq3MuAmTOk/106/whispering-oaks-lafayette-la-building-photo.jpg","550 Eraste Landry Rd","Lafayette","LA","70506","30.22708","-92.04941",
"lafayette-la","450","$450","Condo for Rent","200 Rue Royale","Lafayette, LA 70507","","1","Available Now","10 hrs","pzcb3kv","https://www.apartments.com/200-rue-royale-lafayette-la/pzcb3kv/","https://images1.apartments.com/i2/A09VjoFxWWwbMkwTc9qXZW_5RoX5ga-gk0Yfih56Nag/104/200-rue-royale-lafayette-la-primary-photo.jpg","200 Rue Royale","undefined","https://images1.apartments.com/i2/A09VjoFxWWwbMkwTc9qXZW_5RoX5ga-gk0Yfih56Nag/104/200-rue-royale-lafayette-la-primary-photo.jpg","200 Rue Royale","Lafayette","LA","70507","30.27052","-92.002",
"lafayette-la","475","$475","Condo for Rent","212 Rue Royale","Lafayette, LA 70507","","1","Available Now","","ftefgnv","https://www.apartments.com/212-rue-royale-lafayette-la/ftefgnv/","","212 Rue Royale","undefined","https://images1.apartments.com/i2/iV5r9oOLT_7P4KOay_1daAAP7YNdOGkCcvWV-12Pn-A/104/212-rue-royale-lafayette-la-primary-photo.jpg","212 Rue Royale","Lafayette","LA","70507","30.26917","-92.00188",
"lafayette-la","475","$475","Condo for Rent","210 Rue Royale","Lafayette, LA 70507","","1","Available Now","10 hrs","8l8wgv1","https://www.apartments.com/210-rue-royale-lafayette-la/8l8wgv1/","","210 Rue Royale","undefined","https://images1.apartments.com/i2/QCRwLro2QVNBBA1NqGQ4aGgH18oA-Yrb093-paKSs0Y/104/210-rue-royale-lafayette-la-primary-photo.jpg","210 Rue Royale","Lafayette","LA","70507","30.26942","-92.0021",
"lafayette-la","475","$475","Condo for Rent","204 Rue Royale","Lafayette, LA 70507","","1","Available Now","10 hrs","bx1y6l9","https://www.apartments.com/204-rue-royale-lafayette-la/bx1y6l9/","","204 Rue Royale","undefined","https://images1.apartments.com/i2/ws1VCw_SatuXNO1lhuCzv4kz2GK5fJBE1Gx2dLBetXY/104/204-rue-royale-lafayette-la-building-photo.jpg","204 Rue Royale","Lafayette","LA","70507","30.27011","-92.00202",
"lafayette-la","495","$495 - 995","Studio - 3 Bedroom","Gallery Apartments","315 Guilbeau Rd, Lafayette, LA 70506","844-300-8388","1","Available Now","5 days","k9re2gc","https://www.apartments.com/gallery-apartments-lafayette-la/k9re2gc/","","Gallery Apartments","https://images1.apartments.com/i2/8I_MLHo_i5ouU7JuLjk1h_rZ3aaED2eXo6ZKnzNOHpw/110/cagan-realty-logo.png","https://images1.apartments.com/i2/pSjdE5lJN78DVVx-GpQQvTyap3LjmZ7PvZ4khPIhJDs/106/gallery-apartments-lafayette-la-building-photo.jpg","315 Guilbeau Rd","Lafayette","LA","70506","30.1949","-92.06562",
"lafayette-la","500","$500","Condo for Rent","204 Rue Royale","Lafayette, LA 70507","","1","Available Now","10 hrs","m130e2h","https://www.apartments.com/204-rue-royale-lafayette-la/m130e2h/","","204 Rue Royale","undefined","https://images1.apartments.com/i2/RHR5m-2vLEAfxHisyaSFAVmZ6CMyF9T8-p0tBu8Ao_Q/104/204-rue-royale-lafayette-la-primary-photo.jpg","204 Rue Royale","Lafayette","LA","70507","30.27011","-92.00202",
"lafayette-la","515","$515 - 850","1-3 Bedroom","The Meadows Apartments","200 High Meadows Blvd, Lafayette, LA 70507","844-288-4289","1","Available Now","2 wks","bs66m48","https://www.apartments.com/the-meadows-apartments-lafayette-la/bs66m48/","","The Meadows Apartments","https://images1.apartments.com/i2/-8DmbYNjwndzIPHWb7dIrGbjEogPsH-A1ByVV30B24A/110/gulf-south-management-logo.png","https://images1.apartments.com/i2/1-Y51NZ6oKBmgNHn0tHCrDsepEPL3tlLh3nbaiAFxL8/106/the-meadows-apartments-lafayette-la-building-photo.jpg","200 High Meadows Blvd","Lafayette","LA","70507","30.27646","-92.01522",
"lafayette-la","540","$540","House for Rent","216 AL Pearson Dr","Lafayette, LA 70508","","1","Available Now","9 hrs","qs0l8lz","https://www.apartments.com/216-al-pearson-dr-lafayette-la/qs0l8lz/","","216 AL Pearson Dr","undefined","https://images1.apartments.com/i2/RgxbLUer66C7zNclhTAMVd9z5VOPZ05iyh20Vy9SyQA/104/216-al-pearson-dr-lafayette-la-primary-photo.jpg","216 AL Pearson Dr","Lafayette","LA","70508","30.15669","-91.99934",
"lafayette-la","550","$550 - 865","1-3 Bedroom","Cypress Shadows","173 S Beadle Rd, Lafayette, LA 70508","337-326-4514","1","Available Now","2 wks","zqphcmy","https://www.apartments.com/cypress-shadows-lafayette-la/zqphcmy/","","Cypress Shadows","https://images1.apartments.com/i2/aiZSaV_YcdfDLH0lwBsa4DGDsuYGRZtjmn5rcxEqBjg/110/juniper-investment-group-logo.png","https://images1.apartments.com/i2/WIeVez_497zi8yMq6eE6lGB-05d18XsgzFt8m4UVPUI/106/cypress-shadows-lafayette-la-building-photo.jpg","173 S Beadle Rd","Lafayette","LA","70508","30.17645","-92.01701",
"lafayette-la","574","$574 - 712","1-2 Bedroom","Willow Gardens Apartments","101 Glouchester Rd, Lafayette, LA 70506","844-228-7164","1","Available Now","","cq3jwnf","https://www.apartments.com/willow-gardens-apartments-lafayette-la/cq3jwnf/","","Willow Gardens Apartments","https://images1.apartments.com/i2/6U_ynUjMX-nWgu0bvdJ9_I4IdEH_Uc5GtUEwL-wgs4g/110/bh-management-services-llc-logo.png","https://images1.apartments.com/i2/LE2YCN0UdtZGxjODqzBuvI6Kx6HeTqkVLoF_6QyC8OY/106/willow-gardens-apartments-lafayette-la-building-photo.jpg","101 Glouchester Rd","Lafayette","LA","70506","30.18815","-92.06517",
"lafayette-la","575","$575 - 825","1-3 Bedroom","Brookwood Apartments","300 Spruce Dr, Lafayette, LA 70506","844-655-9337","1","Available Now","2 wks","phl9rbv","https://www.apartments.com/brookwood-apartments-lafayette-la/phl9rbv/","","Brookwood Apartments","undefined","https://images1.apartments.com/i2/R-lLVaQljVLb-s-txZSG7suaqrSYSpRGIDIHzdTl0nM/106/brookwood-apartments-lafayette-la-building-photo.jpg","300 Spruce Dr","Lafayette","LA","70506","30.19209","-92.06672",
"lafayette-la","575","$575","Condo for Rent","505 Stevenson St","Lafayette, LA 70501","","1","Available Now","7 hrs","krfxdf9","https://www.apartments.com/505-stevenson-st-lafayette-la/krfxdf9/","","505 Stevenson St","undefined","https://images1.apartments.com/i2/VV473EZIleBfTAPKiXDoR_icc9P8rSAN5w_3R7JSQu4/104/505-stevenson-st-lafayette-la-building-photo.jpg","505 Stevenson St","Lafayette","LA","70501","30.21493","-92.01424",
"lafayette-la","590","$590","1 Bedroom","242 Woodrow St","Lafayette, LA 70506","337-735-3603","1","Available Now","58 min","l8ryv5e","https://www.apartments.com/242-woodrow-st-lafayette-la/l8ryv5e/","","242 Woodrow St","undefined","https://images1.apartments.com/i2/aDjTuxCkcLoHly4bX0nW52oPRzXk_7V8GMV2zdR8cOc/104/242-woodrow-st-lafayette-la-building-photo.jpg","242 Woodrow St","Lafayette","LA","70506","30.22828","-92.05772",
"lafayette-la","590","$590 - 730","1-2 Bedroom","Silver Creek Apartments","242 Woodrow St, Lafayette, LA 70506","","1","Available Now","2 wks","yp6jc5t","https://www.apartments.com/silver-creek-apartments-lafayette-la/yp6jc5t/","","Silver Creek Apartments","undefined","https://images1.apartments.com/i2/J2GKc47WVqYMXcIxoywjoEc9esiMp2CrTi3cQVufXDs/104/silver-creek-apartments-lafayette-la-building-photo.jpg","242 Woodrow St","Lafayette","LA","70506","30.22852","-92.05718",
"lafayette-la","595","$595 - 899","1-2 Bedroom","The Landing Apartments","2314 Kaliste Saloom Rd, Lafayette, LA 70508","844-424-7997","1","Available Now","2 wks","4jg1w9k","https://www.apartments.com/the-landing-apartments-lafayette-la/4jg1w9k/","","The Landing Apartments","https://images1.apartments.com/i2/0dqSO3nHqvTA4cHB4Zyx0f5I__hvCx7B6uBqBqWUr1E/110/mmi-logo.png","https://images1.apartments.com/i2/8KOOLaQX65d1rVQ-cLy-ORIMLp4esDBkq-nx0f19hIg/106/the-landing-apartments-lafayette-la-building-photo.jpg","2314 Kaliste Saloom Rd","Lafayette","LA","70508","30.16145","-92.04386",
"lafayette-la","595","$595 - 895","1-2 Bedroom","The Arts at Broussard Crossing","111 Edie Ann Dr, Lafayette, LA 70508","844-866-0742","1","Available Now","2 wks","qsykfmy","https://www.apartments.com/the-arts-at-broussard-crossing-lafayette-la/qsykfmy/","","The Arts at Broussard Crossing","https://images1.apartments.com/i2/hdQpLVeaUnvHRn4ANMLinZwilifUsOdriil6o9HJGGU/110/the-medve-group-inc-logo.png","https://images1.apartments.com/i2/YzU5L9JMc7plauTS2FfH78fETdasYJRdEKDxNXrGrbk/106/the-arts-at-broussard-crossing-lafayette-la-building-photo.jpg","111 Edie Ann Dr","Lafayette","LA","70508","30.1592","-92.00166",
