number,full_name,position,height_in_inches,weight_in_lbs,date_of_birth,team
72,"Yeatman, Will",T,78,315,4/10/1988,MIA
69,"Allen, Jared",DE,78,270,4/3/1982,MIN
44,"Asiata, Matt",RB,72,234,7/24/1987,MIN
60,"Baca, Jeff",OG,75,302,1/10/1990,MIN
91,"Baker, Chase",DT,73,300,5/21/1988,MIN
61,"Berger, Joe",C,77,305,5/25/1982,MIN
59,"Bishop, Desmond",LB,74,244,7/24/1984,MIN
36,"Blanton, Robert",SAF,73,200,9/7/1989,MIN
89,"Carlson, John",TE,77,248,5/12/1984,MIN
16,"Cassel, Matt",QB,76,228,5/17/1982,MIN
85,"Childs, Greg",WR,75,217,3/10/1990,MIN
57,"Cole, Audie",LB,77,239,6/1/1989,MIN
20,"Cook, Chris",CB,74,212,2/15/1987,MIN
51,"Dean, Larry",LB,72,226,8/7/1988,MIN
40,"Ellison, Rhett",FB,77,250,10/3/1988,MIN
90,"Evans, Fred",DT,76,305,11/6/1983,MIN
31,"Felder, Bobby",CB,71,200,9/23/1990,MIN
42,"Felton, Jerome",FB,72,248,7/3/1986,MIN
95,"Floyd, Sharrif",DT,75,305,5/28/1991,MIN
5,"Freeman, Josh",QB,78,240,1/13/1988,MIN
63,"Fusco, Brandon",G,76,306,7/26/1988,MIN
32,"Gerhart, Toby",RB,72,231,3/28/1987,MIN
52,"Greenway, Chad",OLB,74,242,1/12/1983,MIN
97,"Griffen, Everson",DE,75,273,12/22/1987,MIN
98,"Guion, Letroy",DT,76,303,6/21/1987,MIN
50,"Henderson, Erin",MLB,75,244,7/1/1986,MIN
54,"Hodges, Gerald",OLB,73,243,1/17/1991,MIN
24,"Jefferson, A.J.",CB,73,190,4/4/1988,MIN
15,"Jennings, Greg",WR,72,195,9/21/1983,MIN
74,"Johnson, Charlie",G,76,305,5/2/1984,MIN
75,"Kalil, Matt",T,79,308,7/6/1989,MIN
48,"Line, Zach",FB,73,233,4/26/1990,MIN
71,"Loadholt, Phil",T,80,343,1/21/1986,MIN
12,"Locke, Jeff",P,72,203,9/27/1989,MIN
46,"Loeffler, Cullen",LS,77,241,1/27/1981,MIN
56,"Mauti, Michael",ILB,74,243,1/19/1990,MIN
55,"Mitchell, Marvin",OLB,75,249,10/21/1984,MIN
84,"Patterson, Cordarrelle",WR,74,220,3/17/1991,MIN
28,"Peterson, Adrian",RB,73,217,3/21/1985,MIN
7,"Ponder, Christian",QB,74,229,2/25/1988,MIN
41,"Raymond, Mistral",SS,73,202,9/7/1987,MIN
29,"Rhodes, Xavier",CB,73,210,6/19/1990,MIN
21,"Robinson, Josh",CB,70,199,1/8/1991,MIN
96,"Robison, Brian",DE,75,259,4/27/1983,MIN
82,"Rudolph, Kyle",TE,78,258,11/9/1989,MIN
33,"Sanford, Jamarca",SS,70,200,8/27/1985,MIN
34,"Sendejo, Andrew",SS,73,200,9/9/1987,MIN
35,"Sherels, Marcus",CB,70,175,9/30/1987,MIN
81,"Simpson, Jerome",WR,74,190,2/4/1986,MIN
22,"Smith, Harrison",FS,74,214,2/2/1989,MIN
65,"Sullivan, John",C,76,301,8/8/1985,MIN
3,"Walsh, Blair",K,70,192,1/8/1990,MIN
73,"Webb, J'Marcus",OT,79,333,8/8/1988,MIN
14,"Webb, Joe",WR,76,220,11/14/1986,MIN
93,"Williams, Kevin",DT,77,311,8/16/1980,MIN
17,"Wright, Jarius",WR,70,180,11/25/1989,MIN
48,"Aiken, Danny",LS,76,255,8/28/1988,NE
6,"Allen, Ryan",P,74,215,2/28/1990,NE
80,"Amendola, Danny",WR,71,195,11/2/1985,NE
25,"Arrington, Kyle",CB,70,190,8/12/1986,NE
64,"Barker, Chris",G,74,310,8/3/1990,NE
58,"Beauharnais, Steve",ILB,74,230,5/2/1990,NE
92,"Bequette, Jake",DE,77,265,2/21/1989,NE
29,"Blount, LeGarrette",RB,72,250,12/5/1986,NE
38,"Bolden, Brandon",RB,71,220,1/26/1990,NE
82,"Boyce, Josh",WR,71,205,5/6/1991,NE
12,"Brady, Tom",QB,76,225,8/3/1977,NE
99,"Buchanan, Michael",DE,77,255,1/24/1991,NE
61,"Cannon, Marcus",T,77,335,5/6/1988,NE
23,"Cole, Marquice",DB,70,195,11/1/1983,NE
10,"Collie, Austin",WR,72,204,11/11/1985,NE
91,"Collins, Jamie",OLB,75,250,10/20/1989,NE
63,"Connolly, Dan",G,76,305,9/2/1982,NE
37,"Dennard, Alfonzo",CB,70,200,9/9/1989,NE
46,"Develin, James",FB,75,251,7/23/1988,NE
17,"Dobson, Aaron",WR,75,200,7/23/1991,NE
43,"Ebner, Nate",DB,72,210,12/14/1988,NE
11,"Edelman, Julian",WR,70,198,5/22/1986,NE
52,"Fletcher, Dane",LB,74,245,9/14/1986,NE
3,"Gostkowski, Stephen",K,73,215,1/28/1984,NE
69,"Green, Tyronne",OG,74,316,4/6/1986,NE
28,"Gregory, Steve",SS,71,200,1/8/1983,NE
67,"Grissom, Cory",DT,74,316,6/9/1990,NE
87,"Gronkowski, Rob",TE,78,265,5/14/1989,NE
30,"Harmon, Duron",DB,72,205,1/24/1991,NE
54,"Hightower, Dont'a",OLB,75,270,3/12/1990,NE
47,"Hoomanawanui, Michael",TE,76,260,7/4/1988,NE
95,"Jones, Chandler",DE,77,265,2/27/1990,NE
94,"Jones, Chris",DT,73,309,7/12/1990,NE
93,"Kelly, Tommy",DT,78,310,12/27/1980,NE
15,"Mallett, Ryan",QB,78,245,6/5/1988,NE
70,"Mankins, Logan",G,76,308,3/10/1982,NE
51,"Mayo, Jerod",OLB,73,250,2/23/1986,NE
32,"McCourty, Devin",FS,70,195,8/13/1987,NE
88,"Mulligan, Matthew",TE,76,267,1/18/1985,NE
50,"Ninkovich, Rob",DE,74,260,2/1/1984,NE
22,"Ridley, Stevan",RB,71,220,1/27/1989,NE
26,"Ryan, Logan",DB,71,195,2/9/1991,NE
60,"Schwab, Brice",T,79,302,10/4/1989,NE
18,"Slater, Matthew",WR,72,210,9/9/1985,NE
77,"Solder, Nate",T,80,320,4/12/1988,NE
55,"Spikes, Brandon",MLB,74,255,9/3/1987,NE
74,"Svitek, Will",T,78,310,1/8/1982,NE
31,"Talib, Aqib",CB,73,205,2/13/1986,NE
85,"Thompkins, Kenbrell",WR,73,195,7/29/1988,NE
72,"Vellano, Joe",DT,73,300,10/30/1988,NE
34,"Vereen, Shane",RB,70,205,5/2/1989,NE
76,"Vollmer, Sebastian",T,80,320,7/10/1984,NE
33,"Washington, Leon",RB,68,203,8/29/1982,NE
62,"Wendell, Ryan",C,74,300,3/4/1986,NE
59,"White, Chris",LB,75,238,1/15/1989,NE
75,"Wilfork, Vince",DT,74,325,11/4/1981,NE
24,"Wilson, Adrian",SS,75,230,10/12/1979,NE
27,"Wilson, Tavon",SS,72,215,3/19/1990,NE
66,"Zusevics, Markus",T,77,300,4/25/1989,NE
42,"Abdul-Quddus, Isa",FS,73,205,8/3/1989,NO
72,"Armstead, Terron",OT,77,304,7/23/1991,NO
9,"Brees, Drew",QB,72,209,1/15/1979,NO
71,"Brown, Charles",T,77,297,4/10/1987,NO
77,"Bunkley, Brodrick",DT,74,306,11/23/1983,NO
25,"Bush, Rafael",DB,71,200,5/12/1987,NO
90,"Butler, Victor",OLB,74,245,7/29/1987,NO
39,"Cadet, Travaris",RB,73,210,2/1/1989,NO
31,"Carr, Chris",DB,70,182,4/30/1983,NO
99,"Coleman, Kenyon",DE,77,293,4/10/1979,NO
45,"Collins, Jed",FB,73,255,3/3/1986,NO
12,"Colston, Marques",WR,76,225,6/5/1983,NO
20,"Davis, A.J.",CB,72,183,7/6/1989,NO
60,"De La Puente, Brian",C,75,306,5/13/1985,NO
47,"Drescher, Justin",LS,73,235,1/1/1988,NO
73,"Evans, Jahri",G,76,318,8/22/1983,NO
97,"Foster, Glenn",DE,76,285,5/31/1990,NO
93,"Galette, Junior",OLB,74,258,3/27/1988,NO
80,"Graham, Jimmy",TE,79,265,11/24/1986,NO
33,"Greer, Jabari",CB,71,180,2/11/1982,NO
66,"Grubbs, Ben",G,75,310,3/10/1984,NO
98,"Haralson, Parys",OLB,72,255,1/24/1984,NO
41,"Harper, Roman",SS,73,200,12/11/1982,NO
79,"Harris, Bryce",T,78,300,1/16/1989,NO
5,"Hartley, Garrett",K,68,195,5/16/1986,NO
57,"Hawthorne, David",OLB,72,246,5/14/1985,NO
54,"Herring, Will",OLB,75,241,8/28/1983,NO
76,"Hicks, Akiem",DE,77,324,11/16/1989,NO
89,"Hill, Josh",TE,77,229,5/21/1990,NO
53,"Humber, Ramon",LB,71,232,8/10/1987,NO
22,"Ingram, Mark",RB,69,215,12/21/1989,NO
92,"Jenkins, John",NT,75,359,7/11/1989,NO
27,"Jenkins, Malcolm",FS,72,204,12/20/1987,NO
96,"Johnson, Tom",DT,75,288,8/30/1984,NO
94,"Jordan, Cameron",DE,76,287,7/10/1989,NO
68,"Lelito, Tim",G,76,315,7/21/1989,NO
28,"Lewis, Keenan",CB,73,208,5/17/1986,NO
50,"Lofton, Curtis",MLB,72,241,6/2/1986,NO
7,"McCown, Luke",QB,76,217,7/12/1981,NO
17,"Meachem, Robert",WR,74,215,9/28/1984,NO
16,"Moore, Lance",WR,69,190,8/31/1983,NO
13,"Morgan, Joe",WR,73,184,3/23/1988,NO
6,"Morstead, Thomas",P,76,235,3/8/1986,NO
52,"Reddick, Kevin",ILB,73,246,12/28/1989,NO
29,"Robinson, Khiry",RB,72,220,12/28/1989,NO
21,"Robinson, Patrick",CB,71,191,9/7/1987,NO
91,"Smith, Will",LB,75,282,7/4/1981,NO
43,"Sproles, Darren",RB,66,190,6/20/1983,NO
84,"Stills, Kenny",WR,72,194,4/22/1992,NO
64,"Strief, Zach",T,79,320,9/22/1983,NO
38,"Sweeting, Rod",CB,71,187,9/28/1990,NO
23,"Thomas, Pierre",RB,71,215,12/18/1984,NO
88,"Toon, Nick",WR,76,218,11/4/1988,NO
32,"Vaccaro, Kenny",SS,72,214,2/15/1991,NO
51,"Vilma, Jonathan",OLB,73,230,4/16/1982,NO
75,"Walker, Tyrunn",DE,75,294,3/18/1990,NO
82,"Watson, Benjamin",TE,75,255,12/18/1980,NO
24,"White, Corey",CB,73,205,5/9/1990,NO
95,"Wilson, Martez",LB,76,252,9/21/1988,NO
89,"Adams, Kris",WR,75,194,9/4/1987,NYG
20,"Amukamara, Prince",CB,72,207,6/6/1989,NYG
64,"Baas, David",C,76,312,9/28/1981,NYG
52,"Beason, Jon",OLB,72,235,1/14/1985,NYG
65,"Beatty, Will",T,78,319,3/2/1985,NYG
77,"Boothe, Kevin",G,77,320,7/5/1983,NYG
59,"Bradford, Allen",LB,71,235,8/31/1988,NYG
73,"Brewer, James",G,78,330,12/23/1987,NYG
35,"Brown, Andre",RB,72,227,12/15/1986,NYG
3,"Brown, Josh",K,72,202,4/29/1979,NYG
27,"Brown, Stevie",SS,71,221,7/17/1987,NYG
32,"Conner, John",RB,71,245,6/8/1987,NYG
53,"Connor, Dan",ILB,74,241,11/2/1985,NYG
63,"Cordle, Jim",C,75,320,8/22/1987,NYG
29,"Cox, Michael",RB,72,220,11/14/1988,NYG
80,"Cruz, Victor",WR,72,204,11/11/1986,NYG
51,"DeOssie, Zak",LS,76,249,5/24/1984,NYG
66,"Diehl, David",G,77,304,9/15/1980,NYG
84,"Donnell, Larry",TE,78,269,11/1/1988,NYG
96,"Hankins, Johnathan",DT,74,320,3/30/1992,NYG
58,"Herzlich, Mark",MLB,76,246,9/1/1987,NYG
25,"Hill, Will",DB,73,207,3/7/1990,NYG
28,"Hosley, Jayron",CB,70,178,9/18/1990,NYG
45,"Hynoski, Henry",FB,73,266,12/30/1988,NYG
34,"Jacobs, Brandon",RB,76,264,7/6/1982,NYG
37,"James, Charles",DB,69,179,5/14/1990,NYG
99,"Jenkins, Cullen",DT,74,305,1/20/1981,NYG
12,"Jernigan, Jerrel",WR,68,189,6/14/1989,NYG
97,"Joseph, Linval",DT,76,323,10/10/1988,NYG
94,"Kiwanuka, Mathias",DE,77,267,3/8/1983,NYG
78,"Kuhn, Markus",DT,76,299,5/5/1986,NYG
10,"Manning, Eli",QB,76,218,1/3/1981,NYG
38,"McBride, Trumaine",CB,69,185,9/24/1985,NYG
98,"Moore, Damontre",DE,77,250,9/11/1992,NYG
67,"Mosley, Brandon",G,77,318,12/21/1988,NYG
21,"Mundy, Ryan",FS,73,209,2/11/1985,NYG
18,"Murphy, Louis",WR,74,200,5/11/1987,NYG
83,"Myers, Brandon",TE,75,256,9/4/1985,NYG
9,"Nassib, Ryan",QB,74,223,3/10/1990,NYG
88,"Nicks, Hakeem",WR,73,208,1/14/1988,NYG
17,"Painter, Curtis",QB,76,230,6/24/1985,NYG
86,"Pascoe, Bear",TE,77,265,2/23/1986,NYG
93,"Patterson, Mike",DT,73,300,9/1/1983,NYG
54,"Paysinger, Spencer",OLB,74,236,6/28/1988,NYG
90,"Pierre-Paul, Jason",DE,77,278,1/1/1989,NYG
72,"Pugh, Justin",OT,76,301,8/15/1990,NYG
82,"Randle, Rueben",WR,74,208,5/7/1991,NYG
55,"Rivers, Keith",OLB,74,235,5/5/1986,NYG
81,"Robinson, Adrien",TE,76,264,9/23/1988,NYG
95,"Rogers, Shaun",DT,76,350,3/12/1979,NYG
26,"Rolle, Antrel",SS,72,206,12/16/1982,NYG
31,"Ross, Aaron",CB,72,190,9/15/1982,NYG
33,"Scott, Da'Rel",RB,71,210,5/26/1988,NYG
76,"Snee, Chris",G,75,305,1/18/1982,NYG
30,"Taylor, Cooper",SAF,76,228,4/14/1990,NYG
24,"Thomas, Terrell",DB,72,191,1/8/1985,NYG
91,"Tuck, Justin",DE,77,268,3/29/1983,NYG
5,"Weatherford, Steve",P,74,211,12/17/1982,NYG
23,"Webster, Corey",CB,72,200,3/2/1982,NYG
57,"Williams, Jacquian",OLB,75,224,7/20/1988,NYG
22,"Wilson, David",RB,69,205,6/15/1991,NYG
75,"Aboushi, Oday",OT,77,308,6/5/1991,NYJ
39,"Allen, Antonio",FS,73,210,9/23/1988,NYJ
95,"Barnes, Antwan",LB,73,251,10/19/1984,NYJ
54,"Bellore, Nick",LB,73,250,5/12/1989,NYJ
22,"Berry, Aaron",DB,71,180,6/25/1988,NYJ
40,"Bohanon, Tommy",FB,73,246,9/10/1990,NYJ
32,"Bush, Josh",DB,71,205,3/5/1989,NYJ
16,"Campbell, Michael",WR,74,205,8/12/1989,NYJ
65,"Campbell, William",G,76,311,7/6/1991,NYJ
66,"Colon, Willie",G,75,315,4/9/1983,NYJ
98,"Coples, Quinton",OLB,78,290,6/22/1990,NYJ
31,"Cromartie, Antonio",CB,74,210,4/15/1984,NYJ
87,"Cumberland, Jeff",TE,76,260,5/2/1987,NYJ
56,"Davis, DeMario",ILB,74,239,1/11/1989,NYJ
78,"Douzable, Leger",DT,76,284,5/31/1986,NYJ
62,"Ducasse, Vladimir",G,77,325,10/15/1987,NYJ
93,"Ellis, Kenrick",DT,76,346,12/10/1987,NYJ
60,"Ferguson, D'Brickashaw",T,78,310,12/10/1983,NYJ
2,"Folk, Nick",K,73,222,11/5/1984,NYJ
19,"Gates, Clyde",WR,72,197,6/13/1986,NYJ
23,"Goodson, Mike",RB,72,210,5/23/1987,NYJ
25,"Green, Alex",RB,74,220,6/23/1988,NYJ
24,"Griffin, John",RB,71,208,12/17/1988,NYJ
52,"Harris, David",ILB,74,250,1/21/1984,NYJ
94,"Harrison, Damon",NT,76,350,11/29/1988,NYJ
17,"Hazelton, Vidal",WR,74,209,1/29/1988,NYJ
84,"Hill, Stephen",WR,76,215,4/25/1991,NYJ
36,"Hilliard, Lex",FB,71,235,7/30/1984,NYJ
10,"Holmes, Santonio",WR,71,192,3/3/1984,NYJ
77,"Howard, Austin",T,79,333,3/22/1987,NYJ
71,"Ijalana, Ben",OT,76,322,8/6/1989,NYJ
33,"Ivory, Chris",RB,72,222,3/22/1988,NYJ
37,"Jarrett, Jaiquawn",FS,72,196,9/21/1989,NYJ
11,"Kerley, Jeremy",WR,69,188,11/8/1988,NYJ
26,"Landry, Dawan",SS,73,212,12/30/1982,NYJ
21,"Lankster, Ellis",DB,69,190,6/3/1987,NYJ
74,"Mangold, Nick",C,76,307,1/13/1984,NYJ
53,"Mauga, Josh",LB,73,245,6/20/1987,NYJ
50,"McIntyre, Garrett",OLB,75,255,11/26/1984,NYJ
27,"Milliner, Dee",CB,72,201,9/14/1991,NYJ
86,"Nelson, David",WR,77,215,11/7/1986,NYJ
97,"Pace, Calvin",OLB,76,265,10/28/1980,NYJ
29,"Powell, Bilal",RB,70,204,10/27/1988,NYJ
46,"Purdum, Tanner",LS,75,270,8/15/1984,NYJ
1,"Quigley, Ryan",P,75,188,1/26/1990,NYJ
9,"Quinn, Brady",QB,75,235,10/27/1984,NYJ
88,"Reuland, Konrad",TE,77,260,4/4/1987,NYJ
91,"Richardson, Sheldon",DE,75,294,11/29/1990,NYJ
6,"Sanchez, Mark",QB,74,225,11/11/1986,NYJ
72,"Schlauderaff, Caleb",G,76,302,11/7/1987,NYJ
5,"Simms, Matt",QB,75,210,9/27/1988,NYJ
7,"Smith, Geno",QB,74,221,10/10/1990,NYJ
82,"Sudfeld, Zach",TE,78,255,4/18/1989,NYJ
35,"Trufant, Isaiah",DB,68,170,12/9/1982,NYJ
30,"Walls, Darrin",CB,72,190,6/20/1988,NYJ
96,"Wilkerson, Muhammad",DE,76,315,10/22/1989,NYJ
20,"Wilson, Kyle",CB,70,190,5/30/1987,NYJ
81,"Winslow, Kellen",TE,76,240,7/21/1983,NYJ
67,"Winters, Brian",OG,76,320,7/10/1991,NYJ
29,"Allen, Nate",SS,73,210,11/30/1987,PHI
30,"Anderson, Colt",FS,70,194,10/25/1985,PHI
81,"Avant, Jason",WR,72,212,4/20/1983,PHI
76,"Barbre, Allen",T,76,310,6/22/1984,PHI
2,"Barkley, Matt",QB,74,227,9/8/1990,PHI
98,"Barwin, Connor",OLB,76,264,10/15/1986,PHI
17,"Benn, Arrelious",WR,74,220,9/8/1988,PHI
22,"Boykin, Brandon",CB,70,185,7/13/1990,PHI
34,"Brown, Bryce",RB,72,220,5/14/1991,PHI
21,"Carmichael, Roc",DB,70,197,9/9/1988,PHI
85,"Casey, James",TE,75,240,9/22/1984,PHI
87,"Celek, Brent",TE,76,255,1/25/1985,PHI
23,"Chung, Patrick",FS,71,210,8/19/1987,PHI
58,"Cole, Trent",OLB,75,270,10/5/1982,PHI
42,"Coleman, Kurt",FS,71,200,7/1/1988,PHI
14,"Cooper, Riley",WR,75,222,9/9/1987,PHI
91,"Cox, Fletcher",DE,76,300,12/13/1990,PHI
75,"Curry, Vinny",DE,75,279,6/30/1988,PHI
46,"Dorenbos, Jon",LS,72,250,7/21/1980,PHI
86,"Ertz, Zach",TE,77,250,11/10/1990,PHI
24,"Fletcher, Bradley",CB,72,200,6/25/1986,PHI
9,"Foles, Nick",QB,78,243,1/20/1989,PHI
90,"Geathers, Clifton",DE,80,340,12/11/1987,PHI
53,"Goode, Najee",LB,72,244,6/4/1989,PHI
55,"Graham, Brandon",LB,74,265,4/3/1988,PHI
6,"Henery, Alex",K,73,177,8/18/1987,PHI
79,"Herremans, Todd",G,78,321,10/13/1982,PHI
56,"Hunt, Phillip",DE,73,254,1/10/1986,PHI
82,"Igwenagu, Emil",TE,74,245,3/27/1989,PHI
10,"Jackson, DeSean",WR,70,175,12/1/1986,PHI
13,"Johnson, Damaris",WR,68,175,11/22/1989,PHI
65,"Johnson, Lane",OT,78,310,5/8/1990,PHI
8,"Jones, Donnie",P,74,221,7/5/1980,PHI
62,"Kelce, Jason",C,75,295,11/5/1987,PHI
67,"Kelly, Dennis",T,80,321,1/16/1990,PHI
95,"Kendricks, Mychal",ILB,72,240,9/28/1990,PHI
54,"Knott, Jake",OLB,74,243,10/24/1990,PHI
73,"Kruger, Joe",DE,78,269,6/4/1992,PHI
96,"Logan, Bennie",DT,74,309,12/28/1989,PHI
18,"Maclin, Jeremy",WR,72,198,5/11/1988,PHI
88,"Maehl, Jeff",WR,72,185,3/16/1989,PHI
69,"Mathis, Evan",G,77,298,11/1/1981,PHI
50,"Matthews, Casey",OLB,73,245,1/16/1989,PHI
25,"McCoy, LeSean",RB,71,208,7/12/1988,PHI
71,"Peters, Jason",T,76,328,1/22/1982,PHI
52,"Phillips, Jason",OLB,73,240,2/14/1986,PHI
32,"Polk, Chris",RB,71,222,12/16/1989,PHI
33,"Poyer, Jordan",CB,72,191,4/25/1991,PHI
31,"Prater, Shaun",CB,70,190,10/27/1989,PHI
59,"Ryans, DeMeco",ILB,73,247,7/28/1984,PHI
97,"Sopoaga, Isaac",NT,74,330,9/4/1981,PHI
77,"Square, Damion",DE,74,293,2/6/1989,PHI
72,"Thornton, Cedric",DE,76,309,6/21/1988,PHI
64,"Tobin, Matt",T,78,303,6/5/1990,PHI
61,"Vandervelde, Julian",G,74,300,10/7/1987,PHI
7,"Vick, Michael",QB,72,215,6/26/1980,PHI
26,"Williams, Cary",CB,73,190,12/23/1984,PHI
28,"Wolff, Earl",FS,71,210,12/15/1989,PHI
76,"Adams, Mike",T,79,323,3/10/1990,PIT
28,"Allen, Cortez",CB,73,196,10/29/1988,PIT
68,"Beachum, Kelvin",T,75,303,6/8/1989,PIT
26,"Bell, Le'Veon",RB,73,244,2/18/1992,PIT
30,"Blake, Antwon",DB,69,198,8/8/1990,PIT
67,"Brown, Levi",T,78,324,3/16/1984,PIT
84,"Brown, Antonio",WR,70,186,7/10/1988,PIT
31,"Brown, Curtis",DB,72,185,9/24/1988,PIT
80,"Burress, Plaxico",WR,77,232,8/12/1977,PIT
54,"Carter, Chris",OLB,73,248,4/6/1989,PIT
25,"Clark, Ryan",FS,71,205,10/12/1979,PIT
89,"Cotchery, Jerricho",WR,73,200,6/16/1982,PIT
66,"DeCastro, David",G,77,316,1/11/1990,PIT
27,"Dwyer, Jonathan",RB,71,229,7/26/1989,PIT
92,"Fangupo, Hebron",DT,72,324,7/19/1985,PIT
50,"Foote, Larry",ILB,73,239,6/12/1980,PIT
73,"Foster, Ramon",G,78,325,1/7/1986,PIT
49,"Garvin, Terence",LB,75,221,1/1/1991,PIT
22,"Gay, William",CB,70,190,1/1/1985,PIT
77,"Gilbert, Marcus",T,78,330,2/15/1988,PIT
21,"Golden, Robert",SAF,71,202,9/13/1990,PIT
5,"Gradkowski, Bruce",QB,73,220,1/27/1983,PIT
97,"Heyward, Cameron",DE,77,288,5/6/1989,PIT
96,"Hood, Ziggy",DE,75,300,2/16/1987,PIT
85,"Johnson, David",TE,74,260,8/26/1987,PIT
46,"Johnson, Will",FB,74,238,11/14/1988,PIT
23,"Jones, Felix",RB,70,215,5/8/1987,PIT
95,"Jones, Jarvis",OLB,74,245,10/13/1989,PIT
3,"Jones, Landry",QB,75,221,4/4/1989,PIT
99,"Keisel, Brett",DE,77,285,9/19/1978,PIT
90,"McLendon, Steve",NT,76,320,1/3/1986,PIT
4,"Mesko, Zoltan",P,77,230,3/6/1986,PIT
83,"Miller, Heath",TE,77,256,10/22/1982,PIT
14,"Moye, Derek",WR,77,210,8/12/1988,PIT
82,"Palmer, Michael",TE,77,252,1/18/1988,PIT
81,"Paulson, David",TE,76,246,2/22/1989,PIT
43,"Polamalu, Troy",SS,70,207,4/19/1981,PIT
53,"Pouncey, Maurkice",C,76,304,7/24/1989,PIT
33,"Redman, Isaac",RB,72,230,11/10/1984,PIT
7,"Roethlisberger, Ben",QB,77,241,3/2/1982,PIT
88,"Sanders, Emmanuel",WR,71,180,3/17/1987,PIT
87,"Spaeth, Matt",TE,79,260,11/24/1983,PIT
51,"Spence, Sean",LB,71,231,6/7/1990,PIT
34,"Stephens-Howling, LaRod",RB,67,185,4/26/1987,PIT
6,"Suisham, Shaun",K,72,200,12/29/1981,PIT
24,"Taylor, Ike",CB,74,195,5/5/1980,PIT
29,"Thomas, Shamarko",SS,69,217,2/23/1991,PIT
94,"Timmons, Lawrence",ILB,73,234,5/14/1986,PIT
61,"Velasco, Fernando",C,76,312,2/22/1985,PIT
72,"Wallace, Cody",C,76,300,11/26/1984,PIT
60,"Warren, Greg",LS,75,252,10/18/1981,PIT
11,"Wheaton, Markus",WR,71,182,2/7/1991,PIT
78,"Whimper, Guy",T,77,315,5/21/1983,PIT
91,"Williams, Nick",DT,76,310,2/21/1990,PIT
98,"Williams, Vince",ILB,73,250,12/27/1989,PIT
56,"Woodley, LaMarr",OLB,74,265,11/3/1984,PIT
65,"Woods, Al",DT,76,307,3/25/1987,PIT
93,"Worilds, Jason",OLB,74,262,3/3/1988,PIT
37,"Addae, Jahleel",DB,70,195,1/24/1990,SD
16,"Ajirotutu, Seyi",WR,75,215,6/12/1987,SD
84,"Alexander, Danario",WR,77,217,8/7/1988,SD
13,"Allen, Keenan",WR,74,211,4/27/1992,SD
67,"Becton, Nick",OT,78,323,2/11/1990,SD
97,"Bird, Bront",ILB,76,250,3/17/1989,SD
23,"Brown, Ronnie",RB,72,223,12/12/1981,SD
86,"Brown, Vincent",WR,71,190,1/25/1989,SD
20,"Butler, Crezdon",CB,73,191,5/26/1987,SD
56,"Butler, Donald",ILB,73,242,10/17/1988,SD
66,"Clary, Jeromey",G,78,320,11/5/1983,SD
22,"Cox, Derek",CB,73,195,9/22/1986,SD
77,"Dunlap, King",T,81,330,9/14/1985,SD
51,"English, Larry",OLB,74,255,1/22/1986,SD
80,"Floyd, Malcom",WR,77,225,9/8/1981,SD
76,"Fluker, D.J.",OT,77,339,3/13/1991,SD
93,"Freeney, Dwight",OLB,73,268,2/19/1980,SD
59,"Gachkar, Andrew",LB,75,240,11/4/1988,SD
85,"Gates, Antonio",TE,76,255,6/18/1980,SD
95,"Geathers, Kwame",NT,78,335,10/4/1990,SD
38,"Gilchrist, Marcus",SS,70,198,12/8/1988,SD
89,"Green, Ladarius",TE,78,240,5/29/1990,SD
61,"Hardwick, Nick",C,76,305,9/2/1981,SD
79,"Harris, Michael",T,77,318,12/5/1988,SD
10,"Hawkins, Lavelle",WR,71,194,7/12/1986,SD
54,"Ingram, Melvin",OLB,73,265,4/26/1989,SD
68,"Jerideau, Byron",NT,73,334,5/28/1989,SD
96,"Johnson, Jarret",OLB,75,260,8/14/1981,SD
90,"Keiser, Thomas",LB,76,260,3/28/1989,SD
98,"Lissemore, Sean",DT,75,303,9/11/1987,SD
94,"Liuget, Corey",DE,74,300,3/18/1990,SD
31,"Marshall, Richard",CB,71,198,12/12/1984,SD
24,"Mathews, Ryan",RB,72,220,10/10/1987,SD
33,"McClain, Le'Ron",FB,72,260,12/27/1984,SD
57,"Mouton, Jonas",LB,74,240,3/17/1988,SD
9,"Novak, Nick",K,72,198,8/21/1981,SD
74,"Ohrnberger, Rich",G,74,300,2/14/1986,SD
26,"Patrick, Johnny",CB,71,190,8/17/1988,SD
83,"Phillips, John",TE,77,251,6/11/1987,SD
91,"Reyes, Kendall",DE,76,300,9/26/1989,SD
78,"Rinehart, Chad",G,77,321,5/4/1985,SD
17,"Rivers, Philip",QB,77,228,12/8/1981,SD
11,"Royal, Eddie",WR,70,185,5/21/1986,SD
72,"Schilling, Stephen",G,77,312,7/21/1988,SD
5,"Scifres, Mike",P,74,215,10/8/1980,SD
4,"Sorensen, Brad",QB,77,230,3/13/1988,SD
25,"Stuckey, Darrell",DB,71,212,6/16/1987,SD
28,"Taylor, Brandon",SS,71,205,1/29/1990,SD
50,"Te'o, Manti",ILB,73,241,1/26/1991,SD
92,"Thomas, Cam",NT,76,330,12/12/1986,SD
63,"Troutman, Johnnie",G,76,330,11/11/1987,SD
52,"Walker, Reggie",ILB,72,244,12/15/1986,SD
32,"Weddle, Eric",FS,71,200,1/4/1985,SD
