title,latitude,longitude,city,state,category_title,price,stars,star_rating
Barretts Pond Campground,41.844566,-70.69097,Carver,Massachusetts,State Forest,$$,4,2
Nickerson State Park,41.774902,-70.03079,Brewster,Massachusetts,State Park,$$,4,2
Village Camper Inn RV Park,41.774704,-124.18124,Crescent City,California,RV Park,$$,4,2
Rock Creek State Park,41.755665,-92.83422,Kellogg,Iowa,State Park,$$,4,2
Shoreline RV Park,41.751904,-124.19079,Crescent City,California,City Park,$$,4,2
Point Folly Campground,41.71189,-73.22426,Bantam,Connecticut,Campground,$$,4,2
Sweetwater Events Complex,41.638973,-109.24791,Rock Springs,Wyoming,RV Park,$$,4,2
Lackawanna State Park,41.56549,-75.70836,Dalton,Pennsylvania,State Park,$$,4,2
Chinook RV Resort,41.543335,-124.05127,Klamath,California,RV Park,$$,4,2
Horseneck Beach State Reservation,41.500996,-71.041084,Westport,Massachusetts,State Park,$$,4,2
Firehole Canyon Campground,41.349808,-109.446045,McKinnon,Wyoming,National Forest,$$,4,2
Ricketts Glen State Park,41.335926,-76.296425,Sweet Valley,Pennsylvania,State Park,$$,4,2
Lake Siskiyou Camp Resort,41.272373,-122.34954,Mount Shasta,California,RV Park,$$,4,2
McCloud RV Resort,41.25042,-122.13602,McCloud,California,RV Park,$$,4,2
Elk Country RV Resort,41.223854,-124.08809,Trinidad,California,RV Park,$$,4,2
Big Lagoon County Park,41.162537,-124.13188,Trinidad,California,County Park,$$,4,2
Oregon Trail Golf Course & Campground,41.126686,-101.13628,Sutherland,Nebraska,RV Park,$$,4,2
S.B. Elliott State Park,41.112385,-78.52598,Penfield,Pennsylvania,State Park,$$,4,2
Eugene T. Mahoney State Park,41.01728,-96.31686,Ashland,Nebraska,State Park,$$,4,2
Greens Lake Campground,40.87321,-109.53604,Dutch John,Utah,National Forest,$$,4,2
Samoa Boat Ramp County Park,40.77223,-124.21343,Samoa,California,County Park,$$,4,2
Jordanelle State Park,40.619698,-111.424286,Heber City,Utah,State Park,$$,4,2
Soapstone Campground,40.579,-111.027,Kamas,Utah,National Forest,$$,4,2
Riverwalk RV Park,40.576546,-124.15065,Fortuna,California,RV Park,$$,4,2
Tanners Flat Campground,40.57255,-111.700325,Sandy,Utah,National Forest,$$,4,2
Butte Lake Campground,40.564545,-121.30348,Mineral,California,National Park,$$,4,2
Settlement Canyon Campground,40.500397,-112.28784,Tooele,Utah,County Park,$$,4,2
Timpooneke Campground,40.431892,-111.645775,Provo,Utah,National Forest,$$,4,2
Deer Creek State Park,40.410183,-111.50344,Wallsburg,Utah,State Park,$$,4,2
Mount Timpanogos Campground,40.405834,-111.60643,Provo,Utah,National Forest,$$,4,2
Nunns Park,40.336327,-111.61234,Provo,Utah,County Park,$$,4,2
Utah Lake State Park,40.23928,-111.73578,Provo,Utah,State Park,$$,4,2
Strawberry Bay Campground,40.182083,-111.175316,Wasatch,Utah,National Forest,$$,4,2
Cherry Campground,40.16874,-111.47707,Springville,Utah,National Forest,$$,4,2
Whiting Campground,40.13155,-111.527084,Springville,Utah,National Forest,$$,4,2
Pine Grove Furnace State Park,40.025658,-77.31103,Gardners,Pennsylvania,State Park,$$,4,2
Richardson Grove Campground & RV Park,40.00828,-123.7894,Garberville,California,RV Park,$$,4,2
Woodson Bridge RV Park,39.909393,-122.088104,Corning,California,RV Park,$$,4,2
Turkey Run State Park,39.87893,-87.21376,Marshall,Indiana,State Park,$$,4,2
RV Park at Rolling Hills Casino,39.872776,-122.20434,Corning,California,RV Park,$$,4,2
Codorus State Park,39.77779,-76.91529,Hanover,Pennsylvania,State Park,$$,4,2
Red Feather Campground,39.735,-120.971,Strawberry Valley,California,National Forest,$$,4,2
Westport-Union Landing State Beach,39.680756,-123.79094,Westport,California,State Park,$$,4,2
Sangchris Lake State Park,39.655254,-89.48799,Rochester,Illinois,State Park,$$,4,2
Bear Creek Lake Park,39.65331,-105.17641,Lakewood,Colorado,County Park,$$,4,2
Cherry Creek State Park,39.649334,-104.840775,Aurora,Colorado,State Park,$$,4,2
Heaton Bay Campground,39.603817,-106.07729,Silverthorne,Colorado,National Forest,$$,4,2
Peak One Campground,39.584373,-106.06999,Breckenridge,Colorado,National Forest,$$,4,2
Wild Plum Campground,39.566,-120.601,Sierra City,California,National Forest,$$,4,2
Chatfield State Park,39.537758,-105.062225,Littleton,Colorado,State Park,$$,4,2
Chism's RV & Trailer Park,39.52295,-119.83061,Reno,Nevada,RV Park,$$,4,2
Silver Sky Lodge Cafe and RV Park,39.49896,-115.95783,Eureka,Nevada,RV Park,$$,4,2
Cleone Campground,39.491207,-123.784935,Fort Bragg,California,RV Park,$$,4,2
Colusa-Sacramento River State Rec Area,39.217983,-122.015076,Colusa,California,State Park,$$,4,2
Nevada County Fairgrounds,39.206,-121.077,Grass Valley,California,County Park,$$,4,2
Palisade State Park,39.202583,-111.66572,Manti,Utah,State Park,$$,4,2
Fruita Section Campground,39.15037,-108.741554,Fruita,Colorado,State Park,$$,4,2
Saddlehorn Campground,39.104668,-108.73282,Fruita,Colorado,National Park,$$,4,2
Mineral Bar Campground,39.101,-120.924,Iowa Hill,California,State Park,$$,4,2
Watermelon Park Campground,39.096764,-77.94013,Berryville,Virginia,RV Park,$$,4,2
Silver City RV Park,39.07029,-119.77972,Minden,Nevada,RV Park,$$,4,2
Jumbo Campground,39.051975,-108.09171,Mesa,Colorado,National Forest,$$,4,2
Hardin Ridge Recreation Area,39.013,-86.431,Bloomington,Indiana,National Forest,$$,4,2
AOK RV Park,38.9859,-110.15371,Green River,Utah,RV Park,$$,4,2
Happy Time RV Park,38.86417,-121.95206,Dunnigan,California,RV Park,$$,4,2
Indian Creek Campground,38.742634,-119.78243,Markleeville,California,BLM,$$,4,2
Cheyenne Mountain State Park,38.735043,-104.81897,Colorado Springs,Colorado,State Park,$$,4,2
Cascade Campground,38.710922,-106.245255,Buena Vista,Colorado,National Forest,$$,4,2
Lake Scott State Park,38.665215,-100.918625,Scott City,Kansas,State Park,$$,4,2
ACT Campground,38.550262,-109.52378,Moab,Utah,RV Park,$$,4,2
Pack Creek Campground & RV Park,38.548744,-109.5128,Moab,Utah,RV Park,$$,4,2
Sherwood Harbor Marina & RV Park,38.53311,-121.52872,West Sacramento,California,RV Park,$$,4,2
Trap Pond State Park,38.529793,-75.4756,Laurel,Delaware,State Park,$$,4,2
Big Meadows Campground,38.528835,-78.438286,Stanley,Virginia,National Park,$$,4,2
Silvertip Campground,38.481,-120.017,Arnold,California,National Forest,$$,4,2
Lodgepole Overflow & Group Campground,38.477543,-120.024216,Arnold,California,National Forest,$$,4,2
Robertsville State Park,38.4209,-90.81029,Robertsville,Missouri,State Park,$$,4,2
Dakota Hot Springs,38.418633,-105.05623,Penrose,Colorado,RV Park,$$,4,2
Bodega Bay RV Park,38.34044,-123.04936,Bodega Bay,California,RV Park,$$,4,2
Rancho Seco Recreation Area,38.332,-121.094,Herald,California,County Park,$$,4,2
Arkansas Point Campground,38.251225,-104.73469,Pueblo,Colorado,State Park,$$,4,2
Pinecrest Campground,38.19,-119.995,Pinecrest,California,National Forest,$$,4,2
Payne Oil RV Park,38.086296,-97.345604,Newton,Kansas,RV Park,$$,4,2
Marble Quarry RV Resort,38.03684,-120.39224,Columbia,California,RV Park,$$,4,2
Taylorsville Lake State Park,38.034,-85.23,Mount Eden,Kentucky,State Park,$$,4,2
4J+1+1 RV Park,38.02485,-107.674324,Ouray,Colorado,RV Park,$$,4,2
Telluride Town Park Campground,37.934467,-107.80524,Telluride,Colorado,City Park,$$,4,2
Dos Reis County Park,37.83,-121.311,Lathrop,California,County Park,$$,4,2
Moccasin Point Campground,37.829967,-120.34195,Jamestown,California,County Park,$$,4,2
Yosemite Ridge Resort,37.815296,-120.06265,Groveland,California,RV Park,$$,4,2
Pine Cliff Resort,37.797714,-119.075676,June Lake,California,RV Park,$$,4,2
Oh Ridge Campground,37.797462,-119.07472,June Lake,California,National Forest,$$,4,2
Silver Lake Campground,37.78306,-119.12639,June Lake,California,National Forest,$$,4,2
Crane Flat Campground,37.74982,-119.800255,Yosemite Village,California,National Park,$$,4,2
Pinon Flats Campground,37.74451,-105.50581,Alamosa,Colorado,National Park,$$,4,2
North Pines Campground,37.740967,-119.56584,Yosemite Village,California,National Park,$$,4,2
Lower Pines Campground,37.739418,-119.56589,Yosemite Village,California,National Park,$$,4,2
Anthony Chabot Regional Park,37.735397,-122.096115,Castro Valley,California,County Park,$$,4,2
Anthony Chabot Regional Park,37.735397,-122.096115,Castro Valley,California,County Park,$$,4,2
Old Shady Rest Campground,37.648,-118.96336,Mammoth Lakes,California,National Forest,$$,4,2
New Shady Rest Campground,37.64773,-118.96283,Mammoth Lakes,California,National Forest,$$,4,2
Mammoth Mountain RV Park,37.64516,-118.958435,Mammoth Lakes,California,RV Park,$$,4,2
Sherwin Creek Campground,37.63,-118.936,Mammoth Lakes,California,National Forest,$$,4,2
Reds Meadow Campground,37.619,-119.073,Mammoth Lakes,California,National Forest,$$,4,2
Young's RV Park,37.611782,-114.52617,Caliente,Nevada,RV Park,$$,4,2
Laurel Branch Campground,37.607056,-86.45984,McDaniels,Kentucky,Army Corps Of Engineers,$$,4,2
Indian Peaks RV Park,37.59615,-113.16064,Cedar City,Utah,RV Park,$$,4,2
Red Ledge RV Park & Campground,37.537624,-113.18302,Kanarraville,Utah,RV Park,$$,4,2
Summerdale Campground,37.486977,-119.63309,Fish Camp,California,National Forest,$$,4,2
Mariposa Fairgrounds,37.465,-119.944,Mariposa,California,County Park,$$,4,2
Brown's Millpond Campground,37.37438,-118.49332,Bishop,California,RV Park,$$,4,2
Eastern Sierra Tri County Fair,37.37056,-118.39947,Bishop,California,County Park,$$,4,2
Alamo RV Park,37.364494,-115.16195,Alamo,Nevada,RV Park,$$,4,2
Junction Creek Campground,37.3381,-107.91712,Durango,Colorado,National Forest,$$,4,2
Forks Campground,37.2546,-118.5791,Bishop,California,National Forest,$$,4,2
Sabrina Campground,37.22,-118.606,Bishop,California,National Forest,$$,4,2
Park of the Sierras,37.207954,-119.71756,Coarsegold,California,RV Park,$$,4,2
Hidden View Campground,37.12414,-119.89593,Raymond,California,Army Corps Of Engineers,$$,4,2
Coyote Lake-Harvey Bear Ranch Park,37.080414,-121.53142,Gilroy,California,County Park,$$,4,2
Canal Campground,36.996105,-88.216446,Grand Rivers,Kentucky,Army Corps Of Engineers,$$,4,2
Hillman Ferry Campground,36.947594,-88.17935,Grand Rivers,Kentucky,RV Park,$$,4,2
Hurricane Creek Campground,36.920185,-87.9749,Cadiz,Kentucky,Army Corps Of Engineers,$$,4,2
Turkey Creek RV Village,36.63015,-93.2171,Hollister,Missouri,RV Park,$$,4,2
Veterans Memorial Park,36.599274,-121.910934,Monterey,California,County Park,$$,4,2
Diaz Lake Campground,36.56193,-118.05808,Lone Pine,California,County Park,$$,4,2
Fun N Sun RV Park,36.544643,-114.44319,Overton,Nevada,RV Park,$$,4,2
Pinnacles Campground,36.4926,-121.14672,Paicines,California,National Park,$$,4,2
Furnace Creek Campground,36.463863,-116.86914,Death Valley,California,National Park,$$,4,2
Three Rivers Hideaway,36.457935,-118.87843,Three Rivers,California,RV Park,$$,4,2
Merchants Millpond State Park,36.44531,-76.6941,Gatesville,North Carolina,State Park,$$,4,2
Sequoia Campground & Lodge,36.421726,-118.91959,Three Rivers,California,RV Park,$$,4,2
Bull Shoals-White River State Park,36.351017,-92.58878,Lakeview,Arkansas,State Park,$$,4,2
Perry Lake Campground,36.256874,-97.33714,Perry,Oklahoma,City Park,$$,4,2
Arroyo Seco Campground,36.234276,-121.48562,Greenfield,California,National Forest,$$,4,2
Pahrump RV Park,36.218246,-116.03123,Pahrump,Nevada,RV Park,$$,4,2
Duck Creek RV Park,36.08107,-115.02696,Las Vegas,Nevada,RV Park,$$,4,2
Edgar Evins State Park,36.08105,-85.83306,Silver Point,Tennessee,State Park,$$,4,2
Poole Knobs Recreation Area,36.054462,-86.51543,La Vergne,Tennessee,Army Corps Of Engineers,$$,4,2
Crowley's Ridge State Park,36.044483,-90.66622,Paragould,Arkansas,State Park,$$,4,2
Holly Point Campground,36.00925,-78.65644,Wake Forest,North Carolina,State Park,$$,4,2
Shoshone RV Park,35.980133,-116.271484,Shoshone,California,RV Park,$$,4,2
Hagan-Stone Park,35.95396,-79.73848,Pleasant Garden,North Carolina,County Park,$$,4,2
Fairview Campground,35.929,-118.49,Kernville,California,National Forest,$$,4,2
Peterson's Tecopa Palms RV Park,35.876553,-116.2312,Tecopa,California,RV Park,$$,4,2
Yerby's Mobile Home & RV Park,35.848263,-101.97062,Dumas,Texas,RV Park,$$,4,2
White Rock Visitor Center RV Parking,35.82761,-106.211235,Los Alamos,New Mexico,County Park,$$,4,2
Oregon Inlet Campground,35.80031,-75.54521,Nags Head,North Carolina,National Park,$$,4,2
Lake James State Park,35.756824,-81.87497,Nebo,North Carolina,State Park,$$,4,2
Parker's Creek Campground,35.749,-79.038,Apex,North Carolina,State Park,$$,4,2
Meadowbrook RV Park,35.740444,-95.4021,Muskogee,Oklahoma,RV Park,$$,4,2
Fall Creek Falls State Park,35.655785,-85.35246,Pikeville,Tennessee,State Park,$$,4,2
Cochiti Campground,35.641483,-106.325584,Peña Blanca,New Mexico,Army Corps Of Engineers,$$,4,2
Rodanthe Watersports & Campground,35.588734,-75.468925,Rodanthe,North Carolina,RV Park,$$,4,2
Red Rock Park,35.540516,-108.6091,Church Rock,New Mexico,City Park,$$,4,2
Dam Site Campground,35.525818,-92.00839,Heber Springs,Arkansas,Army Corps Of Engineers,$$,4,2
Heber Springs Campground,35.501324,-92.075325,Heber Springs,Arkansas,Army Corps Of Engineers,$$,4,2
Catfish Round-Up RV Park,35.379417,-96.67105,Seminole,Oklahoma,RV Park,$$,4,2
Red Rock Canyon State Park,35.373375,-117.99102,Cantil,California,State Park,$$,4,2
Arnold AFB FamCamp,35.32456,-86.08309,Tullahoma,Tennessee,U.S. Military Campground,$$,4,2
Montana de Oro State Park,35.27403,-120.884796,Los Osos,California,State Park,$$,4,2
Cape Point Campground,35.23557,-75.534256,Buxton,North Carolina,National Park,$$,4,2
Cleveland County Fairgrounds RV Park,35.23362,-97.43753,Norman,Oklahoma,County Park,$$,4,2
Lopez Lake Recreation Area,35.190266,-120.45778,Arroyo Grande,California,County Park,$$,4,2
Bar S RV Park,35.186512,-107.90101,Milan,New Mexico,RV Park,$$,4,2
Chester Frost Park,35.183178,-85.14174,Middle Valley,Tennessee,County Park,$$,4,2
Silver Creek RV Park,35.1118,-114.57194,Bullhead City,Arizona,RV Park,$$,4,2
Mountain Valley RV Park,35.102764,-118.42563,Tehachapi,California,RV Park,$$,4,2
Laughlin-Avi Casino KOA,35.01677,-114.64434,Laughlin,Nevada,RV Park,$$,4,2
Arabian RV Oasis,35.004837,-117.650444,Boron,California,RV Park,$$,4,2
OK RV Park,34.91873,-110.154594,Holbrook,Arizona,RV Park,$$,4,2
Newberry Mountain RV Park,34.815083,-116.61648,Newberry Springs,California,RV Park,$$,4,2
Robinson's Landing Campground,34.77713,-98.532295,Lawton,Oklahoma,City Park,$$,4,2
Antelope Valley Fairgrounds,34.72553,-118.17661,Lancaster,California,RV Park,$$,4,2
U.S. Space & Rocket Center RV Park,34.710625,-86.64696,Huntsville,Alabama,RV Park,$$,4,2
Cachuma Lake Recreation Area,34.57334,-119.958885,Santa Barbara,California,County Park,$$,4,2
Charlton Campground,34.516125,-93.38376,Royal,Arkansas,National Forest,$$,4,2
Castaic Lake State Recreation Area,34.5079,-118.60639,Castaic,California,County Park,$$,4,2
Moon Meadows RV Park,34.49747,-109.395836,St. Johns,Arizona,RV Park,$$,4,2
Havasu Landing Resort & Casino Campground,34.487057,-114.405266,Needles,California,RV Park,$$,4,2
The Point Campground,34.459953,-97.02105,Sulphur,Oklahoma,National Park,$$,4,2
Lake Catherine State Park,34.437653,-92.91972,Hot Springs,Arkansas,State Park,$$,4,2
Dennison Park,34.43635,-119.20202,Ojai,California,County Park,$$,4,2
Lake Wateree State Park,34.431,-80.87,Winnsboro,South Carolina,State Park,$$,4,2
Lyman Lake State Park,34.360672,-109.37633,St. Johns,Arizona,State Park,$$,4,2
River Island State Park,34.25432,-114.13784,Parker,Arizona,State Park,$$,4,2
Green Valley Campground,34.245,-117.063,Green Valley Lake,California,National Forest,$$,4,2
La Paz County Park,34.2267,-114.19104,Parker,Arizona,County Park,$$,4,2
Joshua Tree Lake RV & Campground,34.20634,-116.24421,Joshua Tree,California,RV Park,$$,4,2
BlueWater RV Park,34.1685,-114.26257,Parker,Arizona,RV Park,$$,4,2
Camp Pioneertown,34.15783,-116.49497,Pioneertown,California,Campground,$$,4,2
Lazy H Manufactured Home & RV Community,34.136642,-116.311844,Joshua Tree,California,RV Park,$$,4,2
Copper Breaks State Park,34.1122,-99.74303,Quanah,Texas,State Park,$$,4,2
Sesquicentennial State Park,34.10176,-80.910934,Columbia,South Carolina,State Park,$$,4,2
Elephant Rock Campground,34.089478,-97.10192,Ardmore,Oklahoma,State Park,$$,4,2
Wickenburg Community Center,33.971405,-112.72881,Wickenburg,Arizona,City Park,$$,4,2
Chupadero Mountain View RV Park,33.894238,-106.86978,San Antonio,New Mexico,RV Park,$$,4,2
Lake Perris State Recreation Area,33.872925,-117.17736,Perris,California,State Park,$$,4,2
West Burns Run Campground,33.863613,-96.59272,Cartwright,Oklahoma,Army Corps Of Engineers,$$,4,2
Cave Creek Regional Park,33.82405,-112.01745,Cave Creek,Arizona,County Park,$$,4,2
Idyllwild Campground,33.748043,-116.71541,Idyllwild,California,State Park,$$,4,2
O'Neill Regional Park,33.65181,-117.59941,Trabuco Canyon,California,County Park,$$,4,2
Winfield Campground,33.648056,-82.41522,Appling,Georgia,Army Corps Of Engineers,$$,4,2
WestWorld,33.63367,-111.888504,Scottsdale,Arizona,City Park,$$,4,2
Raysville Campground,33.632313,-82.47426,Thomson,Georgia,Army Corps Of Engineers,$$,4,2
White Tank Mountain Regional Park,33.601776,-112.501015,Waddell,Arizona,County Park,$$,4,2
Ronald W. Caspers Wilderness Park,33.53374,-117.54991,San Juan Capistrano,California,County Park,$$,4,2
Destiny McIntyre RV Resort,33.51562,-114.5655,Blythe,California,RV Park,$$,4,2
Skyline Regional Park,33.481384,-112.560005,Buckeye,Arizona,County Park,$$,4,2
Casino Arizona,33.45639,-111.88418,Scottsdale,Arizona,Parking Lot,$$,4,2
Destiny Phoenix RV Resorts,33.45147,-112.4446,Goodyear,Arizona,RV Park,$$,4,2
Over Yonder RV Park,33.36197,-98.75362,Olney,Texas,RV Park,$$,4,2
West Shores RV Park & Storage,33.32832,-115.94691,Salton City,California,RV Park,$$,4,2
Picacho State Recreation Area,33.02241,-114.61428,Winterhaven,California,State Park,$$,4,2
Dos Picos County Park,32.9976,-116.94467,Ramona,California,County Park,$$,4,2
Casa Grande RV Resort,32.922863,-111.75431,Casa Grande,Arizona,RV Park,$$,4,2
Claystone Park Campground,32.83086,-83.77706,Macon,Georgia,County Park,$$,4,2
Dateland RV Park,32.796806,-113.54117,Dateland,Arizona,RV Park,$$,4,2
Desert Trails RV Park,32.76998,-115.54782,El Centro,California,RV Park,$$,4,2
Yuma Lakes RV Resort,32.740852,-114.482704,Yuma,Arizona,RV Park,$$,4,2
Sans End RV Park,32.73991,-114.64191,Winterhaven,California,RV Park,$$,4,2
Hidden Cove Trailer Park,32.72961,-114.6499,Yuma,Arizona,RV Park,$$,4,2
Riverfront RV Park,32.7296,-114.64846,Yuma,Arizona,RV Park,$$,4,2
Lake Morena County Park,32.685307,-116.52162,Campo,California,County Park,$$,4,2
Sunset Palm RV Park,32.6639,-114.45281,Yuma,Arizona,RV Park,$$,4,2
Picacho Peak State Park,32.65152,-111.418495,Picacho,Arizona,State Park,$$,4,2
Kofa Ko-Op (Escapees Only),32.582634,-114.56666,Yuma,Arizona,RV Park,$$,4,2
Valley of the Sun Mobile Home & RV Park,32.450943,-111.2193,Marana,Arizona,RV Park,$$,4,2
Buck Creek RV Park,32.43669,-99.60635,Abilene,Texas,RV Park,$$,4,2
A-Bar-A RV Park & Storage,32.42448,-111.1579,Marana,Arizona,RV Park,$$,4,2
Timberlake Campground,32.387245,-90.03901,Brandon,Mississippi,County Park,$$,4,2
Prairie Creek Campground,32.3345,-86.77016,Lowndesboro,Alabama,Army Corps Of Engineers,$$,4,2
Roosevelt State Park,32.31921,-89.666435,Morton,Mississippi,State Park,$$,4,2
Tra-Tel RV Park,32.266106,-111.01004,Tucson,Arizona,RV Park,$$,4,2
Sagebrush RV Park,32.2441,-109.8392,Willcox,Arizona,RV Park,$$,4,2
Hickiwan Trails RV Park,32.24358,-112.72457,Why,Arizona,RV Park,$$,4,2
Far Horizons Tucson Village,32.22807,-110.825615,Tucson,Arizona,RV Park,$$,4,2
Desert Trails RV Park,32.179142,-111.14836,Tucson,Arizona,RV Park,$$,4,2
Bar J RV Park,32.171165,-111.11756,Tucson,Arizona,RV Park,$$,4,2
Gordonia-Alatamaha State Park,32.085,-82.128,Reidsville,Georgia,State Park,$$,4,2
Cactus Country RV Park,32.06646,-110.7644,Tucson,Arizona,RV Park,$$,4,2
Valley Vista RV Resort,31.950197,-110.286064,Benson,Arizona,RV Park,$$,4,2
Liberty Hill Park Campground,31.946283,-96.71678,Purdon,Texas,Army Corps Of Engineers,$$,4,2
Lake Whitney State Park,31.92397,-97.37026,Whitney,Texas,State Park,$$,4,2
Ramona Beach RV Park,31.882778,-116.68535,Ensenada,Baja California,RV Park,$$,4,2
White Oak Creek Campground,31.775436,-85.1559,Eufaula,Alabama,Army Corps Of Engineers,$$,4,2
K & N RV Park,31.692595,-110.3421,Huachuca City ,Arizona,RV Park,$$,4,2
Flying W RV Ranch,31.613663,-111.03657,Tubac,Arizona,RV Park,$$,4,2
Fort Parker State Park,31.600805,-96.53594,Mexia,Texas,State Park,$$,4,2
San Angelo State Park,31.541565,-100.55453,San Angelo,Texas,State Park,$$,4,2
Midway Park,31.525595,-97.22727,Woodway,Texas,Army Corps Of Engineers,$$,4,2
Patagonia Lake State Park,31.49534,-110.85489,Patagonia,Arizona,State Park,$$,4,2
Faunt Le Roy Park,31.425318,-97.74987,Gatesville,Texas,City Park,$$,4,2
Ratcliff Lake Recreation Area,31.382284,-95.15441,Kennard,Texas,National Forest,$$,4,2
White Flint Park,31.230703,-97.47256,Moody,Texas,Army Corps Of Engineers,$$,4,2
San Augustine Park,31.20184,-94.07292,Bronson,Texas,Army Corps Of Engineers,$$,4,2
Reed Bingham State Park,31.166721,-83.53893,Adel,Georgia,State Park,$$,4,2
Mill Creek Park,31.151545,-94.00492,Brookeland,Texas,Army Corps Of Engineers,$$,4,2
Live Oak Ridge Campground,31.116508,-97.47477,Belton,Texas,Army Corps Of Engineers,$$,4,2
Twin Dikes Park,31.070816,-94.05659,Brookeland,Texas,Army Corps Of Engineers,$$,4,2
Dana Peak Campground,31.02487,-97.604095,Harker Heights,Texas,Army Corps Of Engineers,$$,4,2
Club de Pesca RV Park,31.01231,-114.83604,San Felipe,Baja California,RV Park,$$,4,2
Hilltop RV Park,30.895338,-102.93671,Fort Stockton,Texas,RV Park,$$,4,2
Falling Waters State Park,30.73057,-85.52868,Chipley,Florida,State Park,$$,4,2
Blackwater River State Park,30.709715,-86.87951,Holt,Florida,State Park,$$,4,2
Eagle's Landing RV Park,30.705465,-86.75107,Holt,Florida,RV Park,$$,4,2
Jim Hogg Park,30.68511,-97.743004,Georgetown,Texas,Army Corps Of Engineers,$$,4,2
Lake Livingston State Park,30.657177,-95.00403,Livingston,Texas,State Park,$$,4,2
Rainbows End RV Park,30.646027,-94.872055,Livingston,Texas,RV Park,$$,4,2
Prude Ranch,30.607075,-103.950424,Fort Davis,Texas,RV Park,$$,4,2
Davis Mountains State Park,30.599371,-103.92928,Fort Davis,Texas,State Park,$$,4,2
Double Lake Recreation Area,30.551472,-95.13133,Coldspring,Texas,National Forest,$$,4,2
Cagle Recreation Area,30.527,-95.587,New Waverly,Texas,National Forest,$$,4,2
River Bend RV Park,30.491648,-92.91061,Kinder,Louisiana,RV Park,$$,4,2
Coe Landing Campground,30.454464,-84.48189,Tallahassee,Florida,County Park,$$,4,2
Blue Angel Recreation Park,30.385126,-87.416176,Pensacola,Florida,U.S. Military Campground,$$,4,2
Shields RV Park,30.38184,-89.10439,Gulfport,Mississippi,U.S. Military Campground,$$,4,2
Fontainebleau State Park,30.345,-90.023,Mandeville,Louisiana,State Park,$$,4,2
Fort Pickens Campground,30.323017,-87.276085,Pensacola Beach,Florida,National Park,$$,4,2
Big Lagoon State Park,30.321585,-87.40374,Pensacola,Florida,State Park,$$,4,2
Tumble In RV Park,30.311073,-104.00694,Marfa,Texas,RV Park,$$,4,2
Pedernales Falls State Park,30.307917,-98.2576,Johnson City,Texas,State Park,$$,4,2
Inn & Out RV Park,30.179443,-82.68191,Lake City,Florida,RV Park,$$,4,2
Lake Bastrop North Shore Park,30.166,-97.28,Bastrop,Texas,Utility,$$,4,2
Lake Bastrop South Shore Park,30.137022,-97.285774,Bastrop,Texas,Utility,$$,4,2
Rocky's Campground,30.085573,-83.65727,Perry,Florida,RV Park,$$,4,2
Audubon RV Park,29.879297,-92.16098,Abbeville,Louisiana,RV Park,$$,4,2
Cypress Bayou Casino RV Park,29.876383,-91.53519,Charenton,Louisiana,RV Park,$$,4,2
Ho-Hum RV Park,29.871304,-84.60994,Carrabelle,Florida,RV Park,$$,4,2
St. Bernard State Park,29.864262,-89.90052,Saint Bernard,Louisiana,State Park,$$,4,2
Palmetto Island State Park,29.858461,-92.14927,Abbeville,Louisiana,State Park,$$,4,2
Mike Roess Gold Head Branch State Park,29.847664,-81.96162,Keystone Heights,Florida,State Park,$$,4,2
Keaton Beach RV Park,29.832352,-83.594765,Perry,Florida,RV Park,$$,4,2
Cameron Jetty Pier,29.764544,-93.34226,Cameron,Louisiana,County Park,$$,4,2
Sea Rim State Park,29.675924,-94.04386,Sabine Pass,Texas,State Park,$$,4,2
Stillwell Store & RV Park,29.64487,-103.079285,Alpine,Texas,RV Park,$$,4,2
Old Town Campground 'N' Retreat,29.569761,-82.98583,Old Town,Florida,RV Park,$$,4,2
Suwannee River Hideaway Campground,29.55406,-82.96744,Old Town,Florida,RV Park,$$,4,2
Rodman Campground,29.519913,-81.79932,Palatka,Florida,State Park,$$,4,2
Bolivar Peninsula RV Park,29.455297,-94.645134,Crystal Beach,Texas,RV Park,$$,4,2
Green Dickson Park,29.448687,-97.18478,Shiner,Texas,City Park,$$,4,2
Bull Creek Campground,29.423035,-81.43443,Bunnell,Florida,County Park,$$,4,2
Devil's Den Spring,29.406769,-82.47572,Williston,Florida,RV Park,$$,4,2
Ocala North RV Park,29.3933,-82.24622,Reddick,Florida,RV Park,$$,4,2
Salt Springs Recreation Area,29.354862,-81.73449,Fort McCoy,Florida,National Forest,$$,4,2
Galveston Island State Park,29.193878,-94.95438,Galveston,Texas,State Park,$$,4,2
Santos Trailhead & Campground,29.103886,-82.09339,Ocala,Florida,State Park,$$,4,2
Alexander Springs Campground,29.079378,-81.57819,Altoona,Florida,National Forest,$$,4,2
Clerbrook Golf & RV Resort,28.638302,-81.78717,Clermont,Florida,RV Park,$$,4,2
Manatee Hammock Campground,28.504093,-80.78319,Titusville,Florida,County Park,$$,4,2
Choke Canyon State Park,28.465893,-98.35394,Calliham,Texas,State Park,$$,4,2
Jetty Park Campground,28.406584,-80.59456,Cape Canaveral,Florida,County Park,$$,4,2
Lake Corpus Christi State Park,28.063215,-97.87231,Mathis,Texas,State Park,$$,4,2
Long Point Park Campground,27.874708,-80.46873,Melbourne Beach,Florida,County Park,$$,4,2
Sebastian Inlet State Park,27.854502,-80.45175,Vero Beach,Florida,State Park,$$,4,2
