avgListPrice,county,state,statecode,medianPrice,popularity,latitude,longitude
227672,Knox,Tennessee,TN,,3,35.9874629,-83.9419784
227500,Graham,Kansas,KS,,81,39.3198302,-99.8124935
227445,Cass,Michigan,MI,115500,34,41.9299158,-86.0121573
226802,Warren,New Jersey,NJ,205000,18,40.6342489,-74.5004796
226376,Jackson,Texas,TX,,139,28.9340886,-96.5356449
226240,Roane,Tennessee,TN,134000,36,35.836117,-84.564147
226113,Gaines,Texas,TX,,164,32.6987519,-102.7135121
226082,Bartholomew,Indiana,IN,,20,39.206801,-85.8895551
225992,Oneida,Wisconsin,WI,195000,26,44.4799393,-88.2266434
225969,Clay,Minnesota,MN,178000,19,46.878186,-96.4257589
225829,Lincoln,Georgia,GA,88950,115,33.7875101,-82.4319405
225631,Delaware,Pennsylvania,PA,150000,5,39.907793,-75.3878525
225396,Horry,South Carolina,SC,,1,33.9196567,-78.9288242
225320,Johnson,Texas,TX,,24,30.2767408,-98.4119811
225171,Jefferson,Montana,MT,,14,46.1450553,-112.0752952
224946,Marion,Tennessee,TN,103500,6,35.0928512,-85.643487
224739,Beaufort,North Carolina,NC,,58,34.7182174,-76.6638186
224612,Calcasieu,Louisiana,LA,,5,30.2089286,-93.3388917
224501,Medina,Texas,TX,,40,29.2987871,-99.0128926
224314,Polk,Texas,TX,,53,30.7150882,-94.8105955
224130,Ouachita,Louisiana,LA,,12,32.4271852,-92.2236667
223957,Osage,Oklahoma,OK,115000,9,36.2928497,-96.4158527
223811,Franklin,Massachusetts,MA,165000,12,42.0834313,-71.396725
223797,Boone,Missouri,MO,,9,39.0468547,-92.3813621
223608,Comal,Texas,TX,,5,29.8105572,-98.2212979
223342,Giles,Tennessee,TN,112250,64,35.0894745,-86.9824288
223196,Bayfield,Wisconsin,WI,,57,46.8107671,-90.81824
223142,Conejos,Colorado,CO,83000,42,37.2689711,-106.2522143
223124,Harrisonburg,Virginia,VA,194900,,38.4495688,-78.8689155
223000,Buffalo,Nebraska,NE,182000,9,40.8410218,-99.1013498
222856,Kenosha,Wisconsin,WI,158000,6,42.5847425,-87.8211854
222735,Pierce,Wisconsin,WI,348284,33,44.7508921,-92.3813621
222712,Marion,Florida,FL,123700,17,29.2787765,-82.12784
222598,Cleveland,Oklahoma,OK,156750,4,36.3100688,-96.4641886
222487,Jenkins,Georgia,GA,78500,136,32.7781246,-81.9971108
222372,Natrona,Wyoming,WY,,4,42.8313837,-106.912251
222218,Fremont,Wyoming,WY,,6,43.0119968,-108.6175626
222042,White,Georgia,GA,144950,54,34.2828722,-84.7452138
221860,Cameron,Texas,TX,,13,30.8532454,-96.9769304
221813,Newberry,South Carolina,SC,,31,34.2745833,-81.6187178
221748,Stillwater,Montana,MT,,26,45.7001096,-109.3922403
221703,Trigg,Kentucky,KY,94500,26,36.8473642,-87.7763333
221654,Brazoria,Texas,TX,,14,29.0444147,-95.5691126
221575,Buckingham,Virginia,VA,,94,37.507008,-78.5660852
221573,Lubbock,Texas,TX,,28,33.5778631,-101.8551665
221380,Winn,Louisiana,LA,,56,31.9196124,-92.6586401
221017,Lapeer,Michigan,MI,,20,43.0514161,-83.3188341
221007,Coffee,Tennessee,TN,127700,32,35.4576849,-86.0529604
220720,Clay,Florida,FL,161500,35,29.9943564,-81.7787021
220415,King William,Virginia,VA,185000,77,37.7372121,-77.1485163
220308,Waldo,Maine,ME,,12,44.5125736,-69.0761483
219915,Crittenden,Kentucky,KY,53000,47,38.7828437,-84.6052206
219814,Grand Forks,North Dakota,ND,,3,47.9252568,-97.0328547
219747,Burlington,New Jersey,NJ,97000,12,40.071222,-74.8648873
219697,Jeff Davis,Texas,TX,,186,30.750805,-104.1930918
219686,Forsyth,North Carolina,NC,148500,25,36.1200003,-80.1875065
219564,Cass,Nebraska,NE,48000,5,40.8755529,-96.1526985
219540,Hendricks,Indiana,IN,,11,39.8064942,-86.5400674
219406,Kings,California,CA,205000,46,36.0988489,-119.8815203
219294,Andrews,Texas,TX,,150,32.3187158,-102.5457155
219176,Madison,Alabama,AL,154950,3,34.6992579,-86.7483318
219111,Yates,New York,NY,,52,43.3348181,-78.4069732
219107,Fannin,Texas,TX,,79,28.6968366,-97.2366932
218854,Kandiyohi,Minnesota,MN,130000,35,45.1144552,-95.0155836
218702,Pope,Minnesota,MN,,55,45.5472257,-95.4363717
218643,Caroline,Virginia,VA,178450,52,38.0445557,-77.2864879
218628,Jefferson,Kentucky,KY,,1,38.1938097,-85.643487
218256,Hancock,Tennessee,TN,78000,89,36.5456022,-83.2077645
218122,Stone,Missouri,MO,,15,36.7748882,-93.4599326
218085,Cannon,Tennessee,TN,149900,67,35.8070317,-86.0529604
218069,Saint Clair,Alabama,AL,159450,15,33.6530112,-86.3376761
218056,Bradley,Tennessee,TN,135450,18,35.1937778,-84.8567932
217810,Henry,Georgia,GA,159000,6,33.4347963,-84.1435136
217564,Granville,North Carolina,NC,156500,50,36.2799451,-78.6114999
217527,Carroll,Arkansas,AR,,12,36.2987495,-93.5003454
217437,Jo Daviess,Illinois,IL,,27,42.3148804,-90.2244662
217387,Live Oak,Texas,TX,,125,29.5652286,-98.3364025
217146,West Baton Rouge,Louisiana,LA,,25,30.4751202,-91.3276422
217129,Davie,North Carolina,NC,,65,35.9367033,-80.5882803
217059,Sweetwater,Wyoming,WY,,8,41.8519395,-109.1880047
217041,McLennan,Texas,TX,,11,31.5182285,-97.179026
216990,Caroline,Maryland,MD,146500,24,38.9105018,-75.8533954
216892,Big Horn,Wyoming,WY,,18,44.6811687,-106.9920851
216702,Cass,Minnesota,MN,,41,47.2144536,-94.2309171
216669,Franklin,Ohio,OH,,2,39.5589474,-84.3041074
216651,McDowell,North Carolina,NC,,51,35.6984405,-82.0842901
216367,Van Buren,Michigan,MI,124350,25,42.2203171,-83.4838244
216135,Elmore,Alabama,AL,,11,32.5387448,-86.3149712
216055,Atascosa,Texas,TX,,80,29.2648341,-98.7348026
215964,Mecklenburg,Virginia,VA,158000,53,36.6421724,-78.3842227
215728,Hocking,Ohio,OH,117000,61,39.4909358,-82.4752757
215709,Riley,Kansas,KS,,7,39.2988853,-96.8308436
215647,Saint Martin,Louisiana,LA,,17,30.2395901,-91.7538817
215530,Eau Claire,Wisconsin,WI,170000,10,44.811349,-91.4984941
215478,Trousdale,Tennessee,TN,144000,91,36.396385,-86.1548269
215413,Bay,Florida,FL,159450,20,30.1805306,-85.684578
215299,Essex,Virginia,VA,111250,100,37.9671684,-76.964306
215206,Otter Tail,Minnesota,MN,,23,46.5189435,-95.8935983
214953,Lancaster,Nebraska,NE,161000,2,40.8471492,-96.663812
214828,Hancock,Kentucky,KY,,82,37.8280909,-86.761749
214816,Morgan,Colorado,CO,159000,58,40.2989226,-103.7289167
214737,Appomattox,Virginia,VA,,92,37.3570894,-78.8252911
214712,Accomack,Virginia,VA,,30,37.7063323,-75.8069082
214666,Kearny,Kansas,KS,,80,38.0281402,-101.2523792
214588,Lebanon,Pennsylvania,PA,,23,40.3409251,-76.4113497
214567,Madison,Ohio,OH,141450,18,41.7711633,-81.049819
214546,Aiken,South Carolina,SC,,34,33.5604168,-81.7195533
214372,Tehama,California,CA,145000,42,40.0271015,-122.1233228
214166,Franklin,Maine,ME,,15,44.5874877,-68.2316054
214126,Madison,Arkansas,AR,114150,14,35.0131472,-90.7226097
214064,Burleson,Texas,TX,,52,32.5420821,-97.3208492
214060,Pinal,Arizona,AZ,172250,2,32.8162061,-111.2845025
214046,DeSoto,Mississippi,MS,,2,34.9065453,-89.9626799
213799,Ferry,Washington,WA,,35,47.6026614,-122.338336
213639,Umatilla,Oregon,OR,151500,20,45.9173549,-119.3425179
213600,York,Pennsylvania,PA,159900,9,39.9625984,-76.727745
213501,Sullivan,New Hampshire,NH,147733,10,43.0131353,-72.2209182
213452,Bossier,Louisiana,LA,,8,32.7551322,-93.6623239
213398,Surry,Virginia,VA,92000,93,37.1379265,-76.8352384
213395,Grundy,Illinois,IL,186250,24,41.3500531,-88.4016041
213289,Converse,Wyoming,WY,,15,43.0489425,-105.4068079
213156,Washburn,Wisconsin,WI,179000,58,46.6732722,-90.8949075
213066,Calhoun,Texas,TX,,115,28.4169365,-96.663812
213029,Stark,North Dakota,ND,,8,46.8250004,-102.6554727
213028,Isanti,Minnesota,MN,,43,45.4894008,-93.2476091
213000,Canadian,Oklahoma,OK,150500,3,35.1773201,-95.6552659
212866,Custer,Colorado,CO,173750,38,38.0615578,-105.3131185
212854,Beltrami,Minnesota,MN,,17,47.5424684,-96.530344
212762,Latah,Idaho,ID,,21,46.7360364,-116.6764195
212752,Cassia,Idaho,ID,,29,42.358036,-113.5728501
212500,Mercer,Kentucky,KY,,55,37.8258603,-84.8984775
212439,Saint Charles,Louisiana,LA,,18,29.9273657,-90.3371889
212411,Brunswick,North Carolina,NC,200000,3,34.0275398,-78.2020387
212203,Limestone,Alabama,AL,170000,25,34.7800072,-86.9423801
212181,Wilkes,Georgia,GA,75000,96,33.808264,-82.7778579
212021,Kent,Delaware,DE,185000,3,39.1440612,-75.4344727
211673,Logan,Oklahoma,OK,135000,15,35.9404623,-97.5247243
211575,Whitfield,Georgia,GA,120880,47,34.8033566,-84.981754
211492,Tangipahoa,Louisiana,LA,,13,30.6194521,-90.3748354
211433,Ward,North Dakota,ND,21000,2,48.2147451,-101.5805256
211314,Nacogdoches,Texas,TX,,82,31.6035129,-94.6554874
211253,Juab,Utah,UT,,22,39.7108104,-112.7152125
211200,Camas,Idaho,ID,,38,43.5093688,-114.8243665
211020,Talbot,Georgia,GA,25000,104,32.6891322,-84.5222189
210997,Jack,Texas,TX,,135,33.2560382,-98.2212979
210882,Grundy,Tennessee,TN,77000,81,35.4013452,-85.684578
210613,Ottawa,Ohio,OH,,31,41.0192185,-84.0471666
210255,Rogers,Oklahoma,OK,160000,6,36.3898068,-95.6457951
210165,LaPorte,Indiana,IN,,12,41.611143,-86.7227195
210129,Trempealeau,Wisconsin,WI,30000,63,44.0055185,-91.4420883
209914,Stevens,Washington,WA,150000,24,48.4558249,-117.9059909
209771,Hardy,West Virginia,WV,,7,39.0416116,-78.9288242
209307,Calumet,Wisconsin,WI,158900,31,43.9120646,-88.3044908
209282,Stephens,Georgia,GA,95986,64,33.794843,-83.1615422
209197,Guthrie,Iowa,IA,,43,41.7530909,-94.479976
209195,Lehigh,Pennsylvania,PA,157000,13,40.6519679,-75.5742467
209146,Fremont,Colorado,CO,155000,18,38.5306514,-105.5005483
208863,Victoria,Texas,TX,,69,28.8052674,-97.0035982
208826,Tuscaloosa,Alabama,AL,100000,8,33.2098407,-87.5691735
208800,Nelson,Kentucky,KY,,20,37.7647455,-85.4788065
208666,Bullock,Alabama,AL,393450,27,32.0573536,-85.7256372
208660,Dubuque,Iowa,IA,,7,42.5005583,-90.6645718
208641,Douglas,Georgia,GA,151500,13,31.5088073,-82.8498654
208520,Marshall,Tennessee,TN,126000,53,35.4792517,-86.7818523
207996,Lewis,Washington,WA,165000,18,46.6195461,-122.4554639
207900,Bethel,Alaska,AK,,13,60.7922222,-161.7558333
207885,Philadelphia,Pennsylvania,PA,159900,1,39.9525839,-75.1652215
207865,Fairfield,Ohio,OH,188000,20,39.3454673,-84.5603187
207865,Costilla,Colorado,CO,,50,37.2049596,-105.5005483
207841,Grainger,Tennessee,TN,149300,55,36.3059333,-83.5496566
207650,Broadwater,Montana,MT,,33,46.2693726,-111.4519716
207615,Spencer,Kentucky,KY,335000,36,38.0123167,-85.3136218
207529,Hampden,Massachusetts,MA,185000,9,42.0639841,-72.4134167
207502,Portage,Wisconsin,WI,,35,43.5391486,-89.4626202
207282,Thomas,Georgia,GA,126500,49,30.8417409,-83.8473015
207245,Graham,North Carolina,NC,115000,91,36.0690258,-79.4005756
207222,Rapides,Louisiana,LA,,15,31.1461104,-92.539603
207150,Rains,Texas,TX,,147,32.9009129,-95.7721204
207026,Hill,Montana,MT,,25,48.7488096,-110.0350874
206842,Lyon,Nevada,NV,196900,5,38.9524739,-119.1390642
206737,Lassen,California,CA,,50,40.5394389,-120.7120023
206707,Salem,Virginia,VA,151500,18,37.2934681,-80.0547626
206268,Polk,Wisconsin,WI,148750,39,43.3252703,-88.2169027
206243,Montour,Pennsylvania,PA,134200,62,41.0262303,-76.6874701
206169,Douglas,Minnesota,MN,,31,45.9279387,-95.4218815
205944,Johnston,North Carolina,NC,,26,35.4403514,-78.3842227
205935,San Patricio,Texas,TX,,55,27.9544619,-97.7719419
205820,Martin,Texas,TX,,101,32.2364722,-101.9804613
205782,Jerome,Idaho,ID,,32,42.7240732,-114.5186534
205569,Bullitt,Kentucky,KY,,6,37.9842107,-85.684578
205491,Marshall,Alabama,AL,104900,13,34.3652297,-86.3376761
205395,Brunswick,Virginia,VA,107000,103,36.7570589,-77.8367282
205097,Potter,Texas,TX,,220,35.404373,-101.9804613
205093,Matagorda,Texas,TX,,44,28.691133,-95.9682714
205020,Oglethorpe,Georgia,GA,134950,84,32.293769,-84.0610191
204702,Windham,Connecticut,CT,180000,8,41.6998208,-72.1570219
204700,Marshall,South Dakota,SD,,32,45.7271214,-97.6046235
204595,Randolph,Alabama,AL,76500,38,33.2681523,-85.520024
204527,Pontotoc,Mississippi,MS,,27,34.2478831,-88.998673
204449,Franklin,North Carolina,NC,,30,35.1823171,-83.3815429
204401,DeSoto,Florida,FL,,38,27.2142078,-81.7787021
204353,Cleburne,Arkansas,AR,145000,21,35.4605769,-92.0665197
204212,Marion,Georgia,GA,132000,142,32.328102,-84.5222189
204190,Allegheny,Pennsylvania,PA,150000,4,40.4450813,-80.0087746
204188,Scotts Bluff,Nebraska,NE,,15,41.8666341,-103.6671662
204170,Taney,Missouri,MO,,8,36.6576378,-93.0175712
204116,Lexington,South Carolina,SC,136750,10,33.9815369,-81.2362107
203945,Page,Virginia,VA,,56,38.6301331,-78.52065
203863,Baker,Florida,FL,173450,56,30.7971318,-86.681344
203741,Whitman,Washington,WA,,32,46.8363403,-117.5887295
203730,Prince Edward,Virginia,VA,,45,37.1982888,-78.4297187
203712,Blue Earth,Minnesota,MN,166750,57,43.6375818,-94.1023906
203624,Effingham,Georgia,GA,165000,50,32.378148,-81.3839326
203610,Churchill,Nevada,NV,145000,6,39.6626678,-118.4863963
203577,Brookings,South Dakota,SD,,5,44.3113573,-96.7983877
203561,Navarro,Texas,TX,,83,31.99849,-96.3783131
203506,Gregg,Texas,TX,,108,32.4892547,-94.8520636
203400,Amite,Mississippi,MS,,55,31.1683803,-90.8294002
203366,Renville,North Dakota,ND,,31,48.8582263,-101.6334298
203251,Berkeley,West Virginia,WV,176675,2,39.4885604,-78.0651931
203214,Dubois,Indiana,IN,,57,38.357918,-86.8220341
203205,Madison,Nebraska,NE,,17,41.8279842,-97.4549636
203191,Antelope,Nebraska,NE,,62,42.1902446,-98.0465185
203174,Hamilton,Nebraska,NE,,25,40.919722,-98.0465185
203105,Effingham,Illinois,IL,115000,51,39.1200418,-88.5433829
203096,Franklin,Missouri,MO,,12,39.0116954,-92.7532411
203055,Garza,Texas,TX,,201,33.1955897,-101.2523792
202961,Gooding,Idaho,ID,,40,42.9387917,-114.7131081
202888,Walsh,North Dakota,ND,,20,48.3777874,-97.7528872
202741,Webb,Texas,TX,,57,27.8174487,-99.0128926
202684,Wabasha,Minnesota,MN,,40,44.3710051,-92.0382346
202516,Williams,North Dakota,ND,,6,48.432044,-103.2923954
202488,Wood,Ohio,OH,149000,12,41.3478458,-83.6773928
202413,Washington,Maryland,MD,170000,11,39.641762,-77.719993
202221,Erath,Texas,TX,,49,32.1793404,-98.2212979
202209,Navajo,Arizona,AZ,206999,9,36.0672173,-109.1880047
202015,Brown,Texas,TX,,95,31.7705105,-98.9245343
201949,Klamath,Oregon,OR,157500,13,42.6952767,-121.6142133
201894,Craighead,Arkansas,AR,154000,9,35.8260959,-90.6773046
201647,Buffalo,Wisconsin,WI,122500,65,44.3102354,-91.7538817
201152,Fulton,Pennsylvania,PA,,64,39.9048759,-78.1564432
201122,Cumberland,Tennessee,TN,125000,25,35.8994729,-85.023346
201096,Haralson,Georgia,GA,109000,83,33.2265099,-84.5713164
200844,Dimmit,Texas,TX,,232,28.4116514,-99.8124935
200829,Pueblo,Colorado,CO,148900,8,38.2544472,-104.6091409
200751,Jones,North Carolina,NC,75500,59,35.0306293,-77.3324425
200728,Las Animas,Colorado,CO,121500,25,38.0666735,-103.222708
200618,Caswell,North Carolina,NC,55000,99,36.3860217,-79.2902133
200526,Wood,Texas,TX,,70,32.8296216,-95.3520876
200525,Alleghany,North Carolina,NC,,85,36.4940839,-81.1196075
200452,Bourbon,Kentucky,KY,94875,22,38.2170752,-84.2278796
200350,Saint Helena,Louisiana,LA,,37,30.8021866,-90.6773046
200326,Chautauqua,New York,NY,,33,42.209774,-79.4668445
200264,Jefferson Davis,Louisiana,LA,,39,30.2672346,-92.8178291
200258,Saline,Arkansas,AR,155000,7,34.5708215,-92.539603
200204,Calloway,Kentucky,KY,111500,27,36.6402766,-88.285042
199905,Edgefield,South Carolina,SC,125500,20,33.7895774,-81.9295582
199892,Scott,Iowa,IA,,6,41.6393199,-90.6393702
199843,Leon,Florida,FL,170000,32,30.4906177,-84.1857115
199740,Chowan,North Carolina,NC,,79,36.1354131,-76.6181655
199723,Amherst,Virginia,VA,135730,44,37.5851412,-79.0514134
199711,Greene,Alabama,AL,,60,32.9718107,-87.9334803
199358,Dawson,Nebraska,NE,113500,20,40.1311123,-95.8305486
199161,Monroe,West Virginia,WV,,42,37.5601958,-80.5882803
199022,Lamar,Texas,TX,,90,28.1394565,-97.0055455
198852,Floyd,Indiana,IN,,17,38.2869276,-85.8895551
198648,Heard,Georgia,GA,110000,87,33.2990406,-85.1479364
198516,Stearns,Minnesota,MN,3268950,10,45.5844792,-94.5865603
198439,Linn,Iowa,IA,,3,42.0659844,-91.6760691
198382,Elko,Nevada,NV,225000,8,40.8324211,-115.7631232
198222,Saluda,South Carolina,SC,,30,34.0015232,-81.7720522
198182,Franklin,Vermont,VT,182450,9,44.9812585,-72.9165547
198015,Wyoming,Pennsylvania,PA,86200,57,41.3117471,-75.8374174
197968,Citrus,Florida,FL,115000,33,28.8848842,-82.5185837
197938,Dunn,Wisconsin,WI,,24,42.959047,-89.3037147
197878,Jackson,Alabama,AL,,18,31.5090521,-87.8944435
197833,Lee,Mississippi,MS,,13,34.2354138,-88.7108964
197708,Campbell,Wyoming,WY,,11,44.3956107,-105.4489183
197708,Tom Green,Texas,TX,,68,31.3839017,-100.439656
197700,Taylor,Georgia,GA,130500,132,32.5407455,-84.2278796
197639,Perry,Arkansas,AR,,49,35.0475869,-92.7940557
197455,Mercer,North Dakota,ND,,16,47.4905538,-100.7109688
197454,Polk,Iowa,IA,,1,41.6278423,-93.5003454
197452,Alexander,North Carolina,NC,122500,86,35.6987805,-82.6365922
197408,Natchitoches,Louisiana,LA,,30,31.7607195,-93.0862749
197405,Grady,Georgia,GA,153500,109,30.9050079,-84.2278796
197404,Holmes,Ohio,OH,145000,65,40.5540928,-81.909826
197354,Adams,Pennsylvania,PA,169950,27,39.8522417,-77.2864879
197274,Chase,Nebraska,NE,,72,40.8117957,-96.6270639
197163,Clay,Missouri,MO,,7,39.3176186,-94.479976
197074,Platte,Wyoming,WY,,21,42.0505555,-104.8454619
196922,San Juan,New Mexico,NM,,12,36.0528006,-106.0705788
196777,Kershaw,South Carolina,SC,,21,34.5518201,-80.5836836
196775,Cherokee,Alabama,AL,120000,24,34.7570342,-87.9728143
196693,Rhea,Tennessee,TN,125000,49,35.5927914,-84.981754
196651,Ramsey,North Dakota,ND,,9,48.3076017,-98.7287191
196613,Mitchell,North Carolina,NC,,80,36.0277763,-82.1496049
196115,Meigs,Tennessee,TN,183250,61,35.519359,-84.7942091
196104,Hancock,Indiana,IN,,8,39.8249915,-85.8486236
196093,Tishomingo,Mississippi,MS,,34,34.6367608,-88.2317103
196081,Brown,Wisconsin,WI,150000,12,44.4561674,-87.9334803
196076,Jasper,Georgia,GA,125000,75,34.4695524,-84.4289888
196021,Grayson,Virginia,VA,114450,65,36.6721195,-81.2078164
196014,Gosper,Nebraska,NE,,41,40.4604851,-99.8124935
195927,Newton,Georgia,GA,132900,9,31.3129575,-84.3357424
195926,Terrebonne,Louisiana,LA,,16,29.2299682,-90.7532809
195883,Okeechobee,Florida,FL,85000,37,27.2439349,-80.8297828
195816,Jackson,Tennessee,TN,88000,83,35.6145169,-88.8139469
195775,Cascade,Montana,MT,,8,47.2709011,-111.7008948
195769,Floyd,Georgia,GA,107000,27,34.2828967,-85.2308414
195730,Anderson,Tennessee,TN,,16,36.0809574,-84.2278796
195574,Barry,Michigan,MI,135000,31,42.5354321,-85.354965
195437,Sioux,Iowa,IA,,56,42.4999942,-96.4003069
195360,Wakulla,Florida,FL,,54,30.1301689,-84.3542049
195303,Fairbanks North Star,Alaska,AK,,10,64.9526102,-146.4744155
195269,Uvalde,Texas,TX,,109,29.2096836,-99.7861679
195157,Saint Croix,Wisconsin,WI,115000,14,45.0497844,-92.3875695
195047,Craven,North Carolina,NC,60000,28,35.0877672,-77.0564464
195026,Adams,Mississippi,MS,,18,31.5305353,-91.2891036
195020,Dauphin,Pennsylvania,PA,,15,40.3673093,-76.9310859
194912,Washington,Pennsylvania,PA,151800,16,40.17396,-80.2461714
194835,Plymouth,Iowa,IA,,26,43.2446852,-93.1215924
194703,Livingston,Louisiana,LA,,10,30.5021345,-90.7478737
194523,Morgan,Indiana,IN,,14,39.5116809,-86.3376761
194420,Pasco,Florida,FL,142350,12,28.3232418,-82.4319405
194274,Kit Carson,Colorado,CO,,57,38.7611129,-102.7893667
194178,Ontario,New York,NY,155000,30,43.2209426,-77.2833793
193842,Otsego,New York,NY,112500,38,42.5779779,-75.0611147
193784,Wayne,Pennsylvania,PA,,20,40.0415996,-75.3698895
193744,Deuel,South Dakota,SD,,42,44.7311414,-96.663812
193711,Polk,Missouri,MO,,40,37.7292042,-93.2993611
193606,Unicoi,Tennessee,TN,109000,68,36.1953862,-82.3495818
193446,Clinton,Michigan,MI,165000,28,42.0719866,-83.9716095
193262,Menard,Texas,TX,,205,30.9176736,-99.7864587
193151,Franklin,Pennsylvania,PA,158250,25,41.3978358,-79.8314437
193067,Calhoun,South Carolina,SC,72000,35,33.6738638,-80.7657804
192961,Morgan,Missouri,MO,,36,38.3661344,-92.8577105
192932,Polk,Minnesota,MN,,39,47.6635085,-96.4170534
192715,Clay,South Dakota,SD,,15,42.8829344,-97.0068393
192657,Stanton,Nebraska,NE,142000,36,41.950284,-97.2239336
192636,Leavenworth,Kansas,KS,,5,39.3111112,-94.9224637
192614,Cherokee,North Carolina,NC,132000,43,35.4770574,-83.3205859
192539,Polk,Tennessee,TN,85250,50,35.1371578,-84.564147
192512,Lincoln,Idaho,ID,,43,43.5129694,-111.9644136
192475,Franklin,Georgia,GA,113200,80,33.2776182,-85.0979973
192469,Autauga,Alabama,AL,147450,19,32.5791817,-86.4996546
192403,Clarke,Georgia,GA,149500,,33.9519347,-83.357567
192343,Richland,South Carolina,SC,147000,6,34.0412165,-80.9428911
192150,Doddridge,West Virginia,WV,,19,39.2367791,-80.6770787
192050,Racine,Wisconsin,WI,158200,5,42.7261309,-87.7828523
191982,Gordon,Georgia,GA,135000,67,32.8820866,-83.3323848
191881,Wahkiakum,Washington,WA,600000,39,46.3259463,-123.4945593
191845,Charlotte,Virginia,VA,,110,38.0293059,-78.4766781
191755,Baker,Georgia,GA,98900,88,31.2816037,-84.4802606
191730,Jefferson,Wisconsin,WI,82960,22,43.0055594,-88.8073273
191711,Rensselaer,New York,NY,165000,21,42.6425794,-73.742898
191624,Stanly,North Carolina,NC,,60,35.3014554,-80.2321313
191612,Delaware,Iowa,IA,6325000,30,42.4752682,-91.3454214
191608,Carroll,Georgia,GA,138950,26,33.5642239,-85.0649071
191545,Morgan,West Virginia,WV,,15,39.5073361,-78.2476146
191312,Clarendon,South Carolina,SC,125000,29,33.6734243,-80.1875065
191264,Iberville,Louisiana,LA,,29,30.2899179,-91.4048249
191152,Bryan,Oklahoma,OK,142000,19,33.902127,-96.3226072
191124,Tippecanoe,Indiana,IN,,9,41.2089559,-86.1149358
191108,Warrick,Indiana,IN,,35,38.0736703,-87.2618328
190983,Cullman,Alabama,AL,,21,34.1748208,-86.8436124
190969,Custer,Montana,MT,,32,46.1291529,-107.5550754
190862,Clinch,Georgia,GA,91500,108,30.9716985,-82.820974
190513,Lake of the Woods,Minnesota,MN,,66,48.6943855,-94.9265474
190505,Vernon,Wisconsin,WI,121250,47,42.9036248,-88.2523142
190422,Lauderdale,Alabama,AL,145000,20,34.8840876,-87.658113
190259,Catoosa,Georgia,GA,142000,40,34.8981727,-85.1479364
190251,Oceana,Michigan,MI,79500,54,43.643476,-86.2895052
190186,Platte,Nebraska,NE,,11,41.59406,-97.5247243
190066,Benson,North Dakota,ND,,33,48.088634,-99.4648442
190050,Hidalgo,Texas,TX,,18,26.1003547,-98.2630684
190014,Hancock,Georgia,GA,178000,68,33.2882621,-83.0361376
189786,Greene,Ohio,OH,153500,19,39.697399,-83.8897057
189715,Chippewa,Wisconsin,WI,,27,44.9369054,-91.3929348
189606,Grant,Washington,WA,155000,27,47.1981147,-119.3732456
189577,Rio Blanco,Colorado,CO,277500,35,39.9814297,-108.2377519
189493,Giles,Virginia,VA,,98,37.3132885,-80.6770787
189334,Payette,Idaho,ID,,25,44.0782195,-116.9337711
189325,Clark,Kentucky,KY,,19,37.959945,-84.1435136
189266,Lyon,Iowa,IA,,52,43.3954333,-96.1526985
189126,Richland,North Dakota,ND,,10,46.1546779,-96.8958656
189030,Carter,Tennessee,TN,103000,28,36.2638604,-82.12784
188971,Benton,Minnesota,MN,,36,45.7211058,-93.9732855
188945,Grant,Oregon,OR,95000,31,44.4384077,-118.8917326
188918,Portage,Ohio,OH,139500,9,41.3267189,-83.6507668
188870,Caldwell,North Carolina,NC,,38,35.9227448,-81.5596427
188832,Ector,Texas,TX,,60,33.5773281,-96.2733145
188592,Andrew,Missouri,MO,,78,39.9637436,-94.8105955
188551,Matanuska-Susitna,Alaska,AK,,2,62.2599347,-150.1729153
188333,Polk,Florida,FL,154000,7,27.8617347,-81.6911559
188277,Berks,Pennsylvania,PA,145000,14,40.3451566,-75.9927652
188052,Wayne,Kentucky,KY,76625,21,36.7571907,-84.8567932
187945,Caledonia,Vermont,VT,121375,13,44.55051,-72.0481907
187690,Winneshiek,Iowa,IA,,32,43.2362611,-91.9099238
187665,Erie,Ohio,OH,125000,33,41.4349882,-82.4752757
187511,Saint James,Louisiana,LA,,47,29.9828316,-90.8308712
187448,Wharton,Texas,TX,,99,29.3116366,-96.1027371
187430,Greene,Tennessee,TN,93700,22,36.1347943,-82.820974
187399,Mille Lacs,Minnesota,MN,,30,46.2529828,-93.6605345
186833,Sheboygan,Wisconsin,WI,,19,43.7508284,-87.71453
186828,Carlton,Minnesota,MN,,28,46.6640011,-92.4248827
186804,Macomb,Michigan,MI,149300,4,42.6651965,-82.9286428
186753,Webster,Mississippi,MS,,65,33.5707456,-89.2847251
186710,Marshall,Indiana,IN,,33,39.8480969,-87.1877901
186629,Tyrrell,North Carolina,NC,120750,89,35.8925537,-76.1783739
186600,Dearborn,Indiana,IN,,36,39.1713075,-84.981754
186413,Hockley,Texas,TX,,124,30.026861,-95.8458562
186204,Wythe,Virginia,VA,130450,62,36.9484414,-81.0848477
186098,Mackinac,Michigan,MI,,63,45.8683129,-84.6275658
186086,Titus,Texas,TX,,152,33.2493126,-94.976654
186076,Clay,Tennessee,TN,87000,90,36.5701766,-85.56121
186004,Anderson,South Carolina,SC,139900,12,34.5034394,-82.6501332
185947,Iron,Wisconsin,WI,64900,67,46.2855114,-90.2347734
